gene_id	tpm_WT_1	tpm_WT_2	tpm_WT_3	tpm_TertTP53_1	tpm_TertTP53_2	tpm_TertTP53_3
ENSDARG00000044802	3.02	0.78	0.75	0.56	0.53	0.3
ENSDARG00000044803	10.95	4.33	7.05	6.16	8.65	5.56
ENSDARG00000044807	4.06	2.55	2.44	0.17	3.02	2.15
ENSDARG00000044808	1.27	3.72	1.94	1.48	2.16	0.54
ENSDARG00000044809	5.51	6.8	4.77	4.33	5.53	9.4
ENSDARG00000044811	74.66	74.82	71.15	83.04	78.49	88.39
ENSDARG00000044812	22.28	26.24	23.64	20.26	25.07	22.17
ENSDARG00000044813	8.29	11.03	16.08	12.99	11.57	12.95
ENSDARG00000044815	2.93	12.83	1.95	0.61	0.43	18.56
ENSDARG00000044820	25.72	25.59	21.77	20.88	22.66	27.17
ENSDARG00000044827	20.24	13.23	24.01	11.13	13.94	9.27
ENSDARG00000044847	7.67	8.99	6.81	6.57	11.49	4.66
ENSDARG00000044852	804.64	602.09	776.24	727.47	745.17	580.73
ENSDARG00000044861	0.28	140.18	0	0	0	0.7
ENSDARG00000044862	0	46.38	0.17	0.1	0	5.01
ENSDARG00000044874	32.89	138.07	17.25	22.9	27.94	294.16
ENSDARG00000044894	0.68	0	0.96	0	0.44	0
ENSDARG00000044895	0	0.16	0	0	0.09	0
ENSDARG00000044899	26.62	34.06	29.64	40.23	34.11	46.24
ENSDARG00000044900	4.35	2.84	13.63	3.83	10.71	5.24
ENSDARG00000044902	40.82	60.16	49.72	22.83	50.1	24.74
ENSDARG00000044914	14.67	21.92	14.43	17.26	13.32	14.66
ENSDARG00000044923	7.1	6.58	5.73	7.44	4.96	6.56
ENSDARG00000044924	3.91	1.51	1.36	2.79	1.99	0.54
ENSDARG00000044925	5	4.8	4.58	5.96	4.6	4.74
ENSDARG00000044935	2.27	2.44	0.63	2.81	0.1	0.19
ENSDARG00000044938	13.57	11.58	6.96	17.84	17.3	14.67
ENSDARG00000044942	23.81	31.5	24.66	17.42	21.65	31.3
ENSDARG00000044943	50.09	49.9	58.09	63.43	70.41	57.69
ENSDARG00000044949	29.37	25.73	26.18	30.42	30.71	39.37
ENSDARG00000044954	41.56	25.48	33.87	37.33	38.54	4.07
ENSDARG00000044956	2.5	0.47	0.9	0.72	0.68	0.24
ENSDARG00000044968	5.2	4.55	7.37	6.58	5.18	2.7
ENSDARG00000044972	59.98	54.84	61.89	45.51	56.81	31.81
ENSDARG00000044973	0	0.51	0	0.41	0.16	0
ENSDARG00000044975	133.07	110.9	78.9	142.68	61.72	48.34
ENSDARG00000044976	0	0.09	0	0.22	0	0
ENSDARG00000044980	11.95	13.52	13.63	15.82	18.59	14.28
ENSDARG00000044982	5.66	2.83	2.99	1.85	2.37	2.42
ENSDARG00000045003	0.75	1.31	1.18	1.96	1.84	1.66
ENSDARG00000045006	3.28	2.02	2.21	3.02	2.76	1
ENSDARG00000045011	5.7	6.94	14.09	4.31	7.86	3.68
ENSDARG00000045014	569.82	483.47	655.01	659.2	592.97	368.75
ENSDARG00000045015	0.74	1.54	0.66	1.77	1.84	1.02
ENSDARG00000045016	1.17	0.24	0.7	0	0	0
ENSDARG00000045017	14.59	14.48	15.47	10.16	8.41	22.77
ENSDARG00000045019	42.26	41.12	41.29	47.32	42.92	89.05
ENSDARG00000045023	1.24	0.9	4.56	2.23	2	1.58
ENSDARG00000045025	22.51	19.34	22.73	26.03	17.9	26.51
ENSDARG00000045027	14.57	11.53	12.96	25.2	26.53	10.74
ENSDARG00000045036	15.89	25.46	19.94	12.28	15.04	11.94
ENSDARG00000045038	1.19	0.31	0.07	0	0.42	0.55
ENSDARG00000045039	0	0	0	0	0	0
ENSDARG00000045051	15.84	11.25	20.99	17.53	15.78	9.46
ENSDARG00000045064	47.2	43.97	38.22	40.96	45.25	29.1
ENSDARG00000045065	27.23	29.84	26.44	32.1	34.88	25.96
ENSDARG00000045066	12.19	9.97	9.49	11.38	17.74	7.46
ENSDARG00000045067	7.55	6.56	10.47	5.04	6.05	2.13
ENSDARG00000045070	0.84	0.7	0.47	0.37	0.12	0.55
ENSDARG00000045071	3.46	2.76	3.48	14.55	3.1	1.89
ENSDARG00000045074	75.4	66.77	50.1	88.7	57.61	35.29
ENSDARG00000045075	12.72	11.5	15.57	11.35	13.64	6.47
ENSDARG00000045087	229.4	238.41	149.08	247.77	272.58	209.06
ENSDARG00000045089	0	0	0	0	0	0
ENSDARG00000045091	32.45	46.07	41.23	37.42	41.89	39.99
ENSDARG00000045092	14.82	13.34	15.19	18.4	19.57	16.06
ENSDARG00000045094	45.39	33.21	34.43	24.96	28.71	7.66
ENSDARG00000045095	25.66	33.52	16.92	29.2	30.63	66.37
ENSDARG00000045105	32.74	29.83	28.4	36.78	38.77	26.39
ENSDARG00000045123	4.64	6.19	6.46	5.2	4.9	4.58
ENSDARG00000045127	71.88	59.29	78.11	74.07	83.13	72.32
ENSDARG00000045129	2.76	1.54	4.87	3.55	7.27	1.42
ENSDARG00000045130	39.33	36.87	42.93	31.77	42.65	26.71
ENSDARG00000045131	122.48	100.14	71.15	119.93	90.39	92.18
ENSDARG00000045132	610.68	654.95	567.55	671.79	589.82	565.4
ENSDARG00000045137	3.69	0.68	1.04	7.86	0.96	0.56
ENSDARG00000045139	0.58	2.15	0.16	0	0.19	0.18
ENSDARG00000045140	24.27	30.14	29.79	42.61	33.3	49.42
ENSDARG00000045141	0	0.61	0	0.18	1.19	0.47
ENSDARG00000045142	6.63	4.59	5.74	2.31	4.07	9.64
ENSDARG00000045143	1.82	2.21	2.69	0.36	2.64	2.88
ENSDARG00000045144	20.86	54.32	45.6	42.6	27.56	108.36
ENSDARG00000045145	72.53	93.29	64.82	71.95	71.01	157.27
ENSDARG00000045146	80.87	81.1	74.15	86.66	73.83	77.9
ENSDARG00000045147	18.97	22.38	18.29	18.68	20.66	13.25
ENSDARG00000045150	185.74	175.33	173.27	184.46	185.86	211.69
ENSDARG00000045153	2.76	2.43	1.24	5.94	2.05	6.1
ENSDARG00000045155	25.7	24.32	18.79	13.97	12.63	28.93
ENSDARG00000045156	21.46	22.32	33.27	25.57	29.27	19.97
ENSDARG00000045159	5.67	8.35	8.98	5.86	5.64	7.33
ENSDARG00000045160	38.1	39.63	32.58	40.79	29.53	39.98
ENSDARG00000045164	5.23	0.72	2.88	4.85	1.86	3.81
ENSDARG00000045166	0.28	0	3.66	0.51	3.78	0
ENSDARG00000045167	0.86	1.26	1.25	0.78	1.82	0.3
ENSDARG00000045172	2.86	3.13	2.91	2.3	3.78	3.2
ENSDARG00000045175	12.23	7.3	11.32	12.57	9.81	4.84
ENSDARG00000045180	35.94	28.74	31.91	40.64	23.77	10.39
ENSDARG00000045190	7.25	3.89	6.38	6.25	7.73	5.83
ENSDARG00000045199	1.75	3.52	4.13	4.52	3.94	3.96
ENSDARG00000045200	12.99	15.46	17.41	20.84	12.07	14.96
ENSDARG00000045219	5.1	3.94	1.43	14.54	4.24	0.95
ENSDARG00000045224	0.82	1.09	0.57	0.56	2.1	1.12
ENSDARG00000045228	40.74	50.42	41.98	59.69	57.49	47.82
ENSDARG00000045230	296.77	293.07	252.42	300.57	187.24	264.15
ENSDARG00000045248	405.71	390.35	465.15	404.08	414.55	411.62
ENSDARG00000045249	12	18.77	17	11.17	19.23	14.66
ENSDARG00000045254	10.62	8.53	4.92	9.51	19.16	10.31
ENSDARG00000045257	10.01	6.26	4.2	4.86	4.88	2.92
ENSDARG00000045262	0	0.92	0	0.42	0.46	0.13
ENSDARG00000045265	5.93	7.7	3.8	8.79	9.48	2.09
ENSDARG00000045268	0.69	1.53	0.39	0.35	0.45	1.25
ENSDARG00000045273	15.11	10.29	16.1	8.16	10.68	2.6
ENSDARG00000045275	17.05	13.54	17.31	13.92	9.59	2.66
ENSDARG00000045277	4.07	2.43	2.69	2.21	1.27	3.92
ENSDARG00000045289	49.94	51.9	31.83	47.59	41.65	41.49
ENSDARG00000045294	16.01	15.85	12.27	14.01	15.79	6.69
ENSDARG00000045296	96.99	94.24	86.87	112.17	56.94	116.66
ENSDARG00000045297	116.17	108.05	101.61	99.32	92	75.58
ENSDARG00000045298	16.71	15.31	13.55	13.74	14.63	8.65
ENSDARG00000045299	2.66	5.87	4.18	3.17	1.38	0.13
ENSDARG00000045301	7.12	9.2	8.09	5.69	6.92	7.03
ENSDARG00000045302	10.3	12.5	3.19	8.6	8.54	14.51
ENSDARG00000045304	4.79	3.35	4.08	2.76	4.46	4.25
ENSDARG00000045305	37.21	43.48	43.92	45.43	41.87	83.76
ENSDARG00000045306	3.05	2.07	2.93	4.78	2.38	0.81
ENSDARG00000045308	4.57	3.58	3.35	2.97	3.69	4.76
ENSDARG00000045316	276.11	251.83	325.01	272.62	351.05	220.27
ENSDARG00000045331	37.32	64.29	37.54	35.98	40.9	104
ENSDARG00000045342	22.42	25.78	17.45	19	24.58	36.58
ENSDARG00000045343	2.24	4.09	3.91	3.3	3.63	1.53
ENSDARG00000045351	9.04	8.61	5.31	9.03	8.94	9.29
ENSDARG00000045352	76.75	62.15	60.63	60.37	54.17	77.07
ENSDARG00000045355	42.09	38.05	31.46	47.18	35.98	36.52
ENSDARG00000045359	127.56	140.1	132.89	173.99	137.63	196.21
ENSDARG00000045360	13.58	15.11	16.16	21.04	16.35	15.24
ENSDARG00000045364	60.64	59.04	50.94	70.57	50.32	66.54
ENSDARG00000045367	489.99	165.82	181.33	266.86	155.5	237.13
ENSDARG00000045371	0.47	0.29	0	0	0.21	1.11
ENSDARG00000045372	26.8	34.84	20.24	29.25	32.22	40.2
ENSDARG00000045373	414.94	374.21	346.36	565.41	421.55	419.42
ENSDARG00000045378	0	0.26	0	0	0	0
ENSDARG00000045383	14.16	14.58	7.92	9.47	12.11	11.46
ENSDARG00000045391	18.58	15.57	9.34	16.7	25.72	7.31
ENSDARG00000045398	10.24	8.19	8.3	8.04	9.67	6.58
ENSDARG00000045399	237.08	211.95	219.35	178.36	186.74	150.69
ENSDARG00000045401	66.78	60.64	63.38	70.75	67.27	80.63
ENSDARG00000045402	30.06	38.92	50.09	38.55	46.2	61.26
ENSDARG00000045408	27.17	19.27	29.8	44.01	11.96	26.42
ENSDARG00000045411	1.93	2.15	2.32	3.17	1.8	1.44
ENSDARG00000045413	1.36	0	0.35	2.68	0.24	0.23
ENSDARG00000045414	50.9	37.3	31.82	11.48	23.57	7.6
ENSDARG00000045415	19.28	23.13	20.83	23.69	22.94	12.64
ENSDARG00000045416	23.86	27.35	26.81	31.54	25.62	27.24
ENSDARG00000045417	59.31	54.32	95.9	71.92	100.09	37.67
ENSDARG00000045420	70.94	65.19	54.53	76.16	74.41	59.65
ENSDARG00000045421	20.68	25.16	21.67	24	19.29	15.25
ENSDARG00000045422	7.86	8.39	8.27	11.28	6.61	6.76
ENSDARG00000045427	0	0.37	0.18	0.32	0.4	0.19
ENSDARG00000045428	14.96	11.25	15.21	11.66	12.11	19.85
ENSDARG00000045437	10.18	7.85	7.26	8.57	8.35	8.59
ENSDARG00000045442	0.07	0.14	0.47	0	0.37	0.28
ENSDARG00000045443	0.53	0.18	0.17	0.21	0.2	0.25
ENSDARG00000045444	23.48	19.14	13.39	23.27	14.86	11.72
ENSDARG00000045447	131.94	170.08	119.22	128.77	116.4	205.18
ENSDARG00000045453	3.93	15.69	11.71	2.56	1.52	0.99
ENSDARG00000045463	49.48	47.53	55.04	52.36	49.95	38.17
ENSDARG00000045465	46.7	61.75	52.76	56.91	54.87	125.39
ENSDARG00000045481	2.12	2.55	4.59	3.31	3.96	5
ENSDARG00000045482	37.81	41.7	34.26	42.87	50.51	47.1
ENSDARG00000045483	34.64	47.91	42.78	55.4	66.55	63.45
ENSDARG00000045484	15.99	13.08	13.54	15.69	16.66	17.31
ENSDARG00000045485	38.27	38.58	37.2	41.58	38.06	34.16
ENSDARG00000045486	9.13	7.3	7.32	15.99	12.01	1.59
ENSDARG00000045487	993.59	977.8	1057.61	982.49	1083.32	1185.15
ENSDARG00000045490	226.41	216.03	188.8	208.66	125.24	252.02
ENSDARG00000045493	9.98	12.82	8.79	9.94	9.49	8.94
ENSDARG00000045506	10.62	13.4	12.29	14.28	13.46	12.03
ENSDARG00000045510	7.82	7.04	7.73	7.4	8.65	7.03
ENSDARG00000045513	113.7	118.63	94.16	123.99	150.09	125.39
ENSDARG00000045514	608.41	579.5	474.22	431.54	363.89	578.34
ENSDARG00000045515	11.17	11.84	10.52	15.38	13.96	9.42
ENSDARG00000045516	0	0.09	0	0.26	0.05	0
ENSDARG00000045517	0.21	0.21	0.2	0	0.04	0
ENSDARG00000045518	2.25	2.87	1.78	4.19	3.28	0.85
ENSDARG00000045519	6.68	4.98	5.64	8.25	8.92	7.67
ENSDARG00000045522	0	1.91	1.91	1.15	0.75	1.02
ENSDARG00000045524	7.62	7.97	8.05	7.67	6.6	3.34
ENSDARG00000045525	41.06	26.06	29.98	31.37	35.73	12.34
ENSDARG00000045527	19.22	22.53	15.86	22.33	17.07	24.71
ENSDARG00000045528	28.72	25.07	25.12	15.72	17.97	7.39
ENSDARG00000045530	1.62	0.76	1.13	1.04	1.43	1.71
ENSDARG00000045540	16.24	19.07	17.37	16.82	22.4	20.19
ENSDARG00000045541	18.03	17.59	15.01	18.86	18.93	23
ENSDARG00000045542	39.27	58.18	40.97	38.69	36.03	125.63
ENSDARG00000045543	217.88	237.49	220.42	237.69	191.42	254.53
ENSDARG00000045544	0.45	0.27	0.64	0.38	0.46	0.03
ENSDARG00000045548	3.85	0.8	1.02	0.92	0.62	3.8
ENSDARG00000045549	0.55	0.37	1.04	0	0.41	0
ENSDARG00000045553	0	0.14	0	0	0	0
ENSDARG00000045554	1.82	1.89	1.69	2.31	1.43	1.45
ENSDARG00000045555	18.9	9.45	14.14	22.5	20.82	23.3
ENSDARG00000045556	22.17	20.63	21.78	19.18	21.73	20.07
ENSDARG00000045557	19.07	9.62	19.59	13.55	22.85	6.85
ENSDARG00000045560	1.07	1.16	0.45	1.34	0.72	1.3
ENSDARG00000045561	0.23	1.69	2.66	1.12	1.6	0.87
ENSDARG00000045562	19.1	15.28	12.64	14.88	15.86	14.42
ENSDARG00000045563	16.96	20.75	17.19	17.79	18.61	23.58
ENSDARG00000045565	12.86	14.57	12.04	10.43	14.51	17.88
ENSDARG00000045567	25.73	27.95	18.27	20.19	18.08	13.17
ENSDARG00000045568	100.88	75.32	74.31	90.67	76.68	81.73
ENSDARG00000045574	7.78	6.36	20.23	33.8	23.76	2.41
ENSDARG00000045580	0.66	2.19	0.29	2.96	1.72	0.15
ENSDARG00000045586	1.51	2.31	2.64	1.69	1.8	0.7
ENSDARG00000045589	0.95	0.37	1.18	1.28	2.32	0.38
ENSDARG00000045592	0	0	0	1.76	0	0
ENSDARG00000045594	30.3	4.88	27.94	61.49	31.15	5.6
ENSDARG00000045595	16.57	13.44	16.28	20.02	21.69	13.17
ENSDARG00000045596	5.32	11.84	8.58	6.24	7.56	30.43
ENSDARG00000045598	38.48	64.12	58.77	39.14	49.97	59.56
ENSDARG00000045601	0	0	0.11	0.13	0	0
ENSDARG00000045605	1.67	1.45	1.82	1.87	1.73	1
ENSDARG00000045606	14.09	12.65	18.03	18.24	11.38	13.1
ENSDARG00000045608	23.52	16.9	17.67	24.56	17.09	13.99
ENSDARG00000045611	15.2	11.88	10.32	14.22	19.51	17.66
ENSDARG00000045612	0.47	0	0.62	0	0	0
ENSDARG00000045618	536.16	619.62	520.13	570.84	641.13	621.88
ENSDARG00000045620	21.55	21.95	29.29	31.83	23.29	21.51
ENSDARG00000045626	7.75	3.87	5.1	3.41	2.43	0.55
ENSDARG00000045628	2.45	5.52	4.8	2.89	3.28	3.57
ENSDARG00000045633	0	0	0	0.08	0	0.35
ENSDARG00000045636	27.87	27.08	27.43	27.39	31.24	20.85
ENSDARG00000045638	0	0.25	22.03	0.14	6.25	0
ENSDARG00000045639	242.58	281.8	268.14	323.54	350.3	341.5
ENSDARG00000045641	10.91	10.86	13.08	13.41	10.74	9.73
ENSDARG00000045644	3.94	2.57	2.4	4.94	1.79	5.09
ENSDARG00000045658	6.86	9.15	8.24	8.41	7.19	15.66
ENSDARG00000045660	7.65	7.39	5.8	5.27	6.09	6.98
ENSDARG00000045661	3.88	2.94	4.95	3.29	22.66	5.2
ENSDARG00000045669	0.75	0.63	0.54	1.46	0	0.36
ENSDARG00000045672	0	0	0	0.76	0	0
ENSDARG00000045673	0.49	1.02	0.48	0	0.59	0
ENSDARG00000045675	5.59	7.76	6.86	7.58	8.02	8.04
ENSDARG00000045676	20.62	20.18	20.72	22.85	20.85	16.32
ENSDARG00000045677	0.25	166.45	0.08	0	0	2.58
ENSDARG00000045680	36.31	40.27	40.13	37.99	44.88	49.6
ENSDARG00000045681	4.42	2.79	5.68	2.55	5.57	3.07
ENSDARG00000045685	94.18	114.6	74.95	83.83	79.6	94.15
ENSDARG00000045687	14.61	13.19	11.43	16.24	15.34	9.88
ENSDARG00000045691	15.88	12.22	18.8	17.65	20.95	25.99
ENSDARG00000045692	28.25	31.22	27.08	26.97	30.44	26.39
ENSDARG00000045694	11.11	10.76	8.5	9.1	11.46	5.16
ENSDARG00000045695	28.27	16.3	32.88	31.89	58.01	21.33
ENSDARG00000045696	90.27	68.08	52.66	66.48	67.51	63.68
ENSDARG00000045704	26.25	23.01	18.7	21.09	23.41	41.58
ENSDARG00000045705	16.23	8.65	13.04	15.6	2.43	1.2
ENSDARG00000045706	23.59	27.73	16.02	35.94	35.04	10.86
ENSDARG00000045708	2.23	7.33	5.06	0.59	20.7	15.54
ENSDARG00000045733	62.14	50.34	51.68	55.97	45.03	50.39
ENSDARG00000045737	0	0.59	0.84	0.34	0	0
ENSDARG00000045747	8.66	7.15	8.27	7.68	4.62	3.08
ENSDARG00000045748	1.87	3.25	2.26	3.35	1.88	1.86
ENSDARG00000045749	4.39	2.42	3.74	4.11	3.39	4
ENSDARG00000045750	18.47	17.54	25.52	25.07	24.94	4.78
ENSDARG00000045753	17.99	12.09	21.1	24.67	14.17	18.13
ENSDARG00000045754	1.58	1.78	1.42	1.45	2.01	1.67
ENSDARG00000045755	35.13	35.45	21.14	40.38	53.85	43.06
ENSDARG00000045758	0.14	0	0.19	0.28	0	0
ENSDARG00000045760	46.64	38.31	52.93	77.89	47.37	26.66
ENSDARG00000045765	5.46	3.52	4.09	3.75	4.38	3.29
ENSDARG00000045768	125.02	135.42	101.69	94.82	106.87	135.63
ENSDARG00000045773	59.27	66.93	52.36	61.49	45.47	76.86
ENSDARG00000045776	60.76	77.97	60.12	71.68	80.46	89.97
ENSDARG00000045785	42.02	38.47	41.11	47.11	39.35	34.63
ENSDARG00000045788	7.12	3.16	6.05	2.7	8	0.12
ENSDARG00000045789	25.09	21.25	47.26	36.44	49.38	11.83
ENSDARG00000045790	19.35	17.26	17.12	15.17	17.33	19.94
ENSDARG00000045792	0.59	0.57	0.61	0.52	0.33	0.13
ENSDARG00000045797	39.57	40.27	31.08	46.33	26.23	32.67
ENSDARG00000045799	14.61	10.84	9.25	3.43	7.62	1.24
ENSDARG00000045801	47.45	53.78	44.58	44.43	46.29	61.56
ENSDARG00000045802	2.37	4.75	2.27	4.06	3.33	4.16
ENSDARG00000045803	14.09	18.89	11.27	13.22	20.92	15.47
ENSDARG00000045804	7.51	8.61	8.49	8.63	5.26	3.87
ENSDARG00000045808	2.63	3.06	1.08	1.57	0.87	1.51
ENSDARG00000045811	0.44	1.73	0.09	0.42	0.4	0
ENSDARG00000045814	44.53	33.14	39.81	45.36	34.25	36.13
ENSDARG00000045815	0	0.33	0.16	1.48	0.24	0.06
ENSDARG00000045822	1.84	1.29	0.86	0.92	0.89	1.63
ENSDARG00000045824	2.46	4.81	6.6	4.21	3.35	9.34
ENSDARG00000045824	26.56	30.34	21.21	31.87	31.07	45.35
ENSDARG00000045827	0.23	0.58	0.22	0	1.16	0.48
ENSDARG00000045832	560.36	324.01	423.96	362.27	369.96	267.58
ENSDARG00000045834	0	0	0	0	0	0
ENSDARG00000045835	0	1.74	0	0	1.16	1.52
ENSDARG00000045836	36.64	73.41	51.16	47.67	50.34	190.07
ENSDARG00000045837	0	0	0	0	0	0
ENSDARG00000045837	0.52	0.54	1.03	1.58	0.63	2.51
ENSDARG00000045837	0.15	0.11	0.15	0.31	0.51	0
ENSDARG00000045842	2.73	4.21	3.86	6.21	5.71	4.02
ENSDARG00000045843	44.97	38.83	47.46	53.93	52.57	37.05
ENSDARG00000045846	18.73	11.61	17.62	16.36	14.56	12.28
ENSDARG00000045847	79.25	59.88	61.65	65	77.7	56.33
ENSDARG00000045850	39.16	34.58	25.96	36.07	27.02	31.73
ENSDARG00000045851	0.19	0.07	0.13	0.32	0.08	0.5
ENSDARG00000045853	3.66	4.53	1.4	2.14	2.97	6.66
ENSDARG00000045854	0	0	0.19	0	0	0
ENSDARG00000045856	2.25	3.9	2.97	0.3	0.61	0
ENSDARG00000045857	13.3	13.82	13.46	14.13	17.43	12.34
ENSDARG00000045858	36.36	32.64	31.59	37.16	31.08	32.7
ENSDARG00000045863	5.19	4.67	4.89	4.49	5.09	7.44
ENSDARG00000045864	4.18	3.74	3.47	5.45	6.16	2.86
ENSDARG00000045870	106.16	77.49	79.45	104.85	107.87	84.09
ENSDARG00000045873	4.81	1.73	2.33	2.93	2.66	1.77
ENSDARG00000045874	31.66	28.48	24.81	39.83	28.81	28.05
ENSDARG00000045877	97.6	83.37	93.8	107.53	75.74	92.78
ENSDARG00000045878	66.59	58.98	57.73	51.29	50.6	32.25
ENSDARG00000045880	2.57	6.23	3.16	1.78	3.32	3.98
ENSDARG00000045885	21.71	24.02	22.6	25.43	28.73	31.91
ENSDARG00000045886	174.14	194.66	176.9	155.05	139.97	139.54
ENSDARG00000045887	2.17	0	4.04	1.34	1.66	0
ENSDARG00000045888	105.43	119.19	96.63	90.35	76.85	66.42
ENSDARG00000045893	47.9	41.07	29.57	41.81	41.02	23.6
ENSDARG00000045900	57.8	45.78	64.77	55.21	74.93	29.31
ENSDARG00000045904	0.71	3.81	1.05	2.2	1.59	6.46
ENSDARG00000045909	28.6	21.9	46.35	55.73	45.7	42.61
ENSDARG00000045910	43.65	40.98	40.21	35.29	41.88	31.91
ENSDARG00000045911	27.78	26.85	25.05	20.32	26.64	23.75
ENSDARG00000045913	91.11	98.49	76.67	70.52	62.28	86.27
ENSDARG00000045914	299.21	304.34	282.88	293.37	274.84	376.02
ENSDARG00000045926	1242.03	317.47	613.97	974.53	425.54	413.07
ENSDARG00000045927	5.5	5.69	4.11	3.21	8.19	4.4
ENSDARG00000045928	126.71	120.51	123.85	134.78	135.69	119.34
ENSDARG00000045929	40.09	79.16	35.79	43.23	45.89	42.23
ENSDARG00000045930	12.35	26.41	20.1	19.41	14.71	6.75
ENSDARG00000045932	5.26	8.39	8.08	4.01	5.91	11.42
ENSDARG00000045935	2.52	7.6	6.34	4.65	4.4	8.72
ENSDARG00000045936	4.73	25.32	3.85	0.3	2.64	63.87
ENSDARG00000045944	263.38	222.95	156.17	206.65	285.53	64.44
ENSDARG00000045945	396.26	420.34	392.79	331.94	375.22	299.72
ENSDARG00000045946	14.53	13.43	14.19	13.28	12.33	5.55
ENSDARG00000045947	0	0.07	0.07	1.25	0	0.22
ENSDARG00000045951	25.73	26.24	27.33	30.74	24.65	30.08
ENSDARG00000045955	0	0	0	0	0	0
ENSDARG00000045956	1.33	0.36	4.49	0	2.88	0
ENSDARG00000045958	4.5	4.42	8.22	3.93	4.38	1.28
ENSDARG00000045959	2.15	3.25	3.17	3.5	4.95	0.69
ENSDARG00000045968	22.28	24	22.66	24.88	21.07	57.85
ENSDARG00000045976	37.22	31.84	39.01	36.46	36.3	48.14
ENSDARG00000045978	112.1	111.36	98.51	147.61	117.71	131.45
ENSDARG00000045979	123.84	62	127.75	62.58	79.03	22.09
ENSDARG00000045982	0	3.08	0.17	0.1	0.1	1.17
ENSDARG00000045983	2.32	1.73	3.95	1.66	1.89	0.69
ENSDARG00000045989	6.94	9.25	10.94	9.26	8.47	7.1
ENSDARG00000045999	2.47	2.31	0.49	0.3	0.3	0.26
ENSDARG00000046002	52.84	64.32	56.75	46.27	71.02	80.8
ENSDARG00000046006	14.09	12.65	14.1	12.16	6.51	15.8
ENSDARG00000046007	64.17	68.47	57.15	62.7	72.73	70.13
ENSDARG00000046010	41.67	40.05	40.28	48.53	46.84	46.23
ENSDARG00000046012	2.81	5.68	7.46	3.13	2.89	0.76
ENSDARG00000046013	2.84	0.21	4.62	2.42	5.06	2.15
ENSDARG00000046014	0	0	0	0	0	0
ENSDARG00000046019	1.28	0.8	1.72	0.91	2.16	0.97
ENSDARG00000046021	0	0	0.11	0	0.13	0
ENSDARG00000046022	406.45	320.56	364.27	433.95	379.19	390.51
ENSDARG00000046024	25.11	27.47	27.05	31.66	26.09	44.14
ENSDARG00000046030	40.96	41.64	32.98	18.02	23.56	14.24
ENSDARG00000046053	1.37	2.54	3.69	0.94	2	2.8
ENSDARG00000046054	3.94	3.95	4.09	5.41	4.73	2.39
ENSDARG00000046071	21.02	22.46	23.63	18.91	15.28	22.69
ENSDARG00000046072	8.67	13.9	11.3	21.3	17.07	22.38
ENSDARG00000046074	65.67	70	55.21	73.27	65.02	96.27
ENSDARG00000046079	0	0.6	0	0.35	0.33	0.2
ENSDARG00000046081	81.86	80.65	65	98.1	76.07	89.02
ENSDARG00000046087	28	16.87	24.88	13.33	24.34	13.36
ENSDARG00000046090	2.7	3.89	5.59	3.71	4.24	5.46
ENSDARG00000046091	0.07	0.36	0.14	0.17	0.08	0.15
ENSDARG00000046092	0	0.31	0	0	0.69	0
ENSDARG00000046098	10.22	12.71	9.26	5.19	6.44	7.14
ENSDARG00000046106	217.85	191.49	192.45	254.06	292.9	172.99
ENSDARG00000046107	51.81	67.38	60.47	58.07	68.94	94.19
ENSDARG00000046124	1.97	1.97	3.07	3.11	2.49	0.75
ENSDARG00000046127	15.41	20.16	24.95	34.13	24.85	19.74
ENSDARG00000046132	124.02	85.54	102.98	151.23	110.29	142.44
ENSDARG00000046133	28.73	16.09	28.45	42.34	21.98	10.9
ENSDARG00000046140	0	0.95	0	0.78	0.91	0.14
ENSDARG00000046141	8.47	6.26	6.12	10.74	16.25	11.09
ENSDARG00000046142	0.11	0	0.29	0	0	0
ENSDARG00000046143	131.43	89.51	85.08	136.2	107.63	65.98
ENSDARG00000046148	0.78	2.3	1.21	2.12	2.28	0.47
ENSDARG00000046150	13.75	13.1	16.52	13.24	17.15	12.89
ENSDARG00000046157	1676.55	1326.03	1480.13	1544.06	1529.05	1648.48
ENSDARG00000051713	0	0	0	0	0	0
ENSDARG00000051718	0	0	0	0	0	0
ENSDARG00000051729	2.3	2.35	2.38	2.51	3.04	2.82
ENSDARG00000051730	56.82	30.68	26.66	16.25	19.52	5.35
ENSDARG00000051731	0	0	0	0	0	0
ENSDARG00000051746	14.52	12.7	14.96	14.09	12.46	14.81
ENSDARG00000051748	31.84	37.91	31.04	24.57	39.35	17.23
ENSDARG00000051749	4.68	6.67	6.49	5.9	4.76	8.46
ENSDARG00000051754	4.66	6.29	5.39	6.28	5.3	4.93
ENSDARG00000051756	73.99	64.87	77.06	67.64	89.41	86.61
ENSDARG00000051761	17.63	16.48	15.12	16.37	17.66	25.38
ENSDARG00000051763	8.33	9.16	6.91	6.99	8.08	15.16
ENSDARG00000051768	1.84	1.93	1.19	4.48	1.72	1.16
ENSDARG00000051783	2939.6	2939.81	3166.17	2557.24	3139.1	4738.78
ENSDARG00000051785	5.38	4.15	4.17	3.89	5.5	2.27
ENSDARG00000051793	4.49	7.02	4.05	6.19	8.48	4.96
ENSDARG00000051795	0	0	0	0.06	0.16	0.35
ENSDARG00000051798	17.06	20.23	13.82	20.17	20.77	21.16
