gene_id	tpm_WT_1	tpm_WT_2	tpm_WT_3	tpm_TertTP53_1	tpm_TertTP53_2	tpm_TertTP53_3
ENSDARG00000043102	35.19	25.56	23.31	22.16	22.29	23.69
ENSDARG00000043105	9.61	8.02	10.05	11.98	8.58	8.55
ENSDARG00000043126	1.37	1.5	1.29	1.82	1.13	5.67
ENSDARG00000043128	0.08	1.95	0.07	0.18	0	0.64
ENSDARG00000043130	5.62	6.47	8.29	6.96	7.36	2.28
ENSDARG00000043131	0.34	0.14	0.07	0	0	0
ENSDARG00000043133	0	0.17	0	0.1	0.18	0
ENSDARG00000043134	15.18	14.34	16.95	15	15.67	17.81
ENSDARG00000043135	43.12	28.27	45.47	43.26	124.74	0.65
ENSDARG00000043137	3.02	2.74	0.75	1.2	1.44	1.34
ENSDARG00000043141	0.24	1.47	0.33	1.12	0.5	0.59
ENSDARG00000043148	85.43	132.36	140.65	90.49	49.78	64.85
ENSDARG00000043154	34.35	12.59	30.59	47.72	76.58	12.97
ENSDARG00000043157	5.36	2.85	3.27	9.52	2.38	0.58
ENSDARG00000043171	12.36	15.36	10.41	14.87	6.91	18.59
ENSDARG00000043173	0	0	0	0	0	0
ENSDARG00000043175	0	0	0	0	0	0
ENSDARG00000043177	14.23	17.98	14.08	14.71	10.37	22.22
ENSDARG00000043179	50.25	37.73	42.05	32.69	50.1	33.18
ENSDARG00000043180	95.83	79.09	86.97	37	38.13	33.42
ENSDARG00000043182	0.67	1.85	2.39	1.2	1.3	0.24
ENSDARG00000043185	8.82	7.86	8.36	7.45	10.61	7.49
ENSDARG00000043198	0.18	0.09	0	0.42	0	0
ENSDARG00000043209	18.56	14.71	10.51	18.88	12.98	15.11
ENSDARG00000043210	5.81	8.69	8.78	9.31	9.76	15.57
ENSDARG00000043211	1.72	0.91	2.38	1.86	1.33	2.08
ENSDARG00000043213	27.16	27.97	32.15	30.77	31.53	24.91
ENSDARG00000043220	1.09	1.22	1.21	0.7	2	0.18
ENSDARG00000043236	1.17	0.19	0.63	2.58	0.61	3.82
ENSDARG00000043238	2.42	0.67	2.16	2.02	0.91	0.77
ENSDARG00000043241	45.69	40.02	61.51	48.09	58.8	8.56
ENSDARG00000043242	0.72	1.63	0.35	0.75	0.1	1.95
ENSDARG00000043243	0.62	0.43	0.95	0.84	0.69	0.04
ENSDARG00000043247	9.51	10.28	17.91	10.04	10.34	18.94
ENSDARG00000043249	21.56	10.62	10.71	10.96	32.81	9.16
ENSDARG00000043250	13.04	16.77	14.79	15.79	15.78	20.93
ENSDARG00000043257	4655.17	4385.22	3791.13	3482.58	3424.94	3290.81
ENSDARG00000043260	1.18	5.95	2.78	4.44	5.41	2.98
ENSDARG00000043271	0.7	0	0	0	0	0
ENSDARG00000043275	7.35	9.45	8.03	14.1	11.76	10.24
ENSDARG00000043279	0.15	1.08	1.04	1.61	0.17	0.63
ENSDARG00000043281	0.89	0.24	0.39	0.88	0.09	0.17
ENSDARG00000043283	7.68	7.03	8.68	7.72	8.49	4.18
ENSDARG00000043285	19.15	21.48	23.57	20.71	21.13	21.11
ENSDARG00000043287	62.17	45.6	53.03	48.31	38.02	51.22
ENSDARG00000043288	13.95	12.49	12	21.13	20.62	18.53
ENSDARG00000043299	53.17	8.38	20.86	82.87	7.7	14.79
ENSDARG00000043301	21.09	24.13	19.7	22.76	24.26	25.89
ENSDARG00000043304	12.21	15.17	11.65	12.28	17.44	9.56
ENSDARG00000043307	12.65	8.32	13.26	8.88	8.11	11.03
ENSDARG00000043313	111.1	131.34	113.79	149.45	136.07	189.69
ENSDARG00000043317	2.89	1.13	4.74	2.52	2.92	0.21
ENSDARG00000043322	6.09	2.91	9.04	1.4	6.02	0.37
ENSDARG00000043323	116.77	106.76	109.78	95.89	102.37	100.85
ENSDARG00000043328	0.11	0	0	0.41	4.12	1.08
ENSDARG00000043332	52.06	58.52	50.08	79.63	77.9	52.95
ENSDARG00000043334	148.85	130.57	117.16	116.01	130.71	107.05
ENSDARG00000043339	11.87	13.82	7.04	11.7	11.7	12.85
ENSDARG00000043341	2.02	1.65	2.34	2.25	1.98	0.56
ENSDARG00000043342	25.43	4.66	39.52	22.46	17.84	0.23
ENSDARG00000043357	11.62	18.11	13.94	10.91	13.33	22.08
ENSDARG00000043359	63.01	53.89	64.98	50.22	61.96	40.46
ENSDARG00000043360	4.77	6.13	5.09	4.55	4.73	10.08
ENSDARG00000043361	14.56	11.89	15	16.74	14.89	6.47
ENSDARG00000043371	794.12	677.53	668.79	593.03	622.29	530.33
ENSDARG00000043388	41.1	50.89	38.88	40.27	33.33	45.24
ENSDARG00000043394	6.86	14.96	8.2	8.37	13.4	29.46
ENSDARG00000043395	43.87	32.41	27.76	33.11	35.11	14.31
ENSDARG00000043396	65.86	45.49	64.98	49.59	59.32	29.79
ENSDARG00000043398	0.28	1.15	0.55	0.66	0.48	0
ENSDARG00000043402	52.99	45.19	42.26	70.03	35.56	61.5
ENSDARG00000043403	5.23	5.29	6.16	8.31	14.69	5.16
ENSDARG00000043404	25.97	17.75	15.85	24.62	18.21	27.67
ENSDARG00000043406	19.32	22.3	27.59	30.98	38.15	14.67
ENSDARG00000043410	6.35	7.47	6.19	5.76	9.76	4.76
ENSDARG00000043416	64.13	46.43	83.23	77	68.54	26.25
ENSDARG00000043417	61.79	43.53	44.6	52.01	47.75	38.68
ENSDARG00000043431	3.55	4.25	3.05	3.56	3.91	1.28
ENSDARG00000043436	7.23	5.67	5.8	2.1	6.93	1.86
ENSDARG00000043442	0	2.41	1.05	0.76	0.5	1.57
ENSDARG00000043443	12.73	9.42	3.28	6.38	6.65	0.79
ENSDARG00000043445	0	0	0	0	0.12	0
ENSDARG00000043446	400.41	309.61	225.14	312.93	183.56	150.96
ENSDARG00000043447	0.57	0.1	1.5	0.34	0.64	1
ENSDARG00000043448	711.19	778.25	473.24	662.34	582.16	522.08
ENSDARG00000043451	33.37	30.36	32.3	28.75	30.44	12.1
ENSDARG00000043453	1512.92	1364.57	1558.08	1408.38	1792.79	1843.55
ENSDARG00000043457	12.13	16.23	23.11	14.47	3	52.22
ENSDARG00000043460	358.84	192.86	257.41	540.67	245.41	189.78
ENSDARG00000043466	3.19	7.66	4.55	3.04	3.95	0.14
ENSDARG00000043467	215.26	245.63	207.54	181.68	202.98	222.15
ENSDARG00000043468	0.74	0.24	0.57	2.04	0.89	0.98
ENSDARG00000043470	5.91	1.71	1.98	3.11	4.12	0
ENSDARG00000043474	319.45	428.78	233.08	312.93	280.78	475.89
ENSDARG00000043475	4.91	7.39	14.58	6.09	4.88	2.33
ENSDARG00000043479	1.12	0.65	0.12	0	0.29	0
ENSDARG00000043480	7.76	5.16	3.87	4.82	5.82	8.61
ENSDARG00000043482	0	0	0	0	0	0
ENSDARG00000043483	0.86	11.5	2.2	0.1	0.87	0.63
ENSDARG00000043484	154.47	145.61	154.8	194.08	177.87	172.85
ENSDARG00000043485	26.97	34.53	26.59	33.88	51.89	39.07
ENSDARG00000043492	0	0	0	0	0.35	0
ENSDARG00000043493	110.38	97.59	110	101.81	126.42	103.53
ENSDARG00000043497	113.89	96.49	114.02	94.39	94.89	65.04
ENSDARG00000043502	253.63	277.25	236.41	335.91	283.16	234.44
ENSDARG00000043509	1146.84	1106.78	1187.09	1027.13	979.95	1301.29
ENSDARG00000043510	43.03	34.75	47.37	50.21	44.77	33.11
ENSDARG00000043511	210.16	210.47	193.08	150.85	127.58	176.07
ENSDARG00000043518	0.65	0.65	0	0.37	0.44	0.14
ENSDARG00000043531	116.53	144.06	95.97	100.25	85.04	303.48
ENSDARG00000043536	8.5	9.54	6.65	5.07	8.31	8.05
ENSDARG00000043542	33.13	29.59	29.01	28.15	31.49	25.18
ENSDARG00000043548	13.1	10.79	12.63	17.15	17.45	11
ENSDARG00000043550	12.84	7.52	20.04	11.79	7.49	0.82
ENSDARG00000043553	13.61	18.25	16.54	10.63	21.45	11.33
ENSDARG00000043554	57.02	57.76	47.87	54.64	44.22	76.01
ENSDARG00000043555	139.85	133.08	114.03	135.53	111.51	151.87
ENSDARG00000043557	2.17	1.62	0.83	2.73	2.62	0
ENSDARG00000043559	20.78	18.8	20.19	25.02	21.38	18.39
ENSDARG00000043561	81.04	85.87	74.24	87.89	71.08	93.34
ENSDARG00000043562	9.76	14.63	10.77	12.98	11.48	21.05
ENSDARG00000043566	6.49	7.69	3.94	7.32	6.83	6.13
ENSDARG00000043569	0.16	0.41	0.64	0.1	0.36	0.42
ENSDARG00000043571	39.11	34.31	33.68	49.45	44.24	31.2
ENSDARG00000043581	6.43	4.64	2.76	5.64	3.19	8.21
ENSDARG00000043584	0	0	0	0	0	0
ENSDARG00000043586	2.05	0.51	1.02	0.51	0.57	0.3
ENSDARG00000043587	0	0.15	0.15	1.41	0.17	2.34
ENSDARG00000043589	28.38	38.32	24.44	18.24	35.02	17.99
ENSDARG00000043593	8.59	11.03	12.61	13.13	12.57	13.41
ENSDARG00000043608	103.26	90.09	101.29	98.84	111.7	109.66
ENSDARG00000043624	4.05	4.78	7.71	6.85	4.56	9.01
ENSDARG00000043627	7.64	7.48	9.33	6.71	9.71	3.96
ENSDARG00000043631	44.42	44.28	36.31	53.32	27.2	68.76
ENSDARG00000043635	9.86	12.9	11.61	12.61	9.64	18.42
ENSDARG00000043640	0.83	1.24	0.64	0.44	0.94	3.03
ENSDARG00000043643	33.92	37.32	40.37	36.57	43.89	25.41
ENSDARG00000043644	15.1	10.07	13.28	17.21	14.79	16.34
ENSDARG00000043646	22.7	26.72	25.1	12.4	26.63	10.84
ENSDARG00000043648	11.09	0.76	4.67	12.28	2.82	0
ENSDARG00000043658	8.4	10.37	7.39	5.47	9.52	1.89
ENSDARG00000043661	13.8	8.03	20.24	18.02	12.47	5.8
ENSDARG00000043662	138.39	70.32	271.86	238.84	264.45	76.18
ENSDARG00000043663	66.88	61.18	74.18	62.52	55.82	58.09
ENSDARG00000043664	0.68	0	1	0.5	0.29	0.09
ENSDARG00000043665	34.57	33.14	32.54	34.17	17.95	49.75
ENSDARG00000043666	10.52	11.32	11.45	10.16	9.45	11.47
ENSDARG00000043667	0.96	1.2	0	1.82	1.36	1.83
ENSDARG00000043673	100.93	90.18	183.68	106.89	166.85	110.51
ENSDARG00000043680	42.37	45.74	43.41	40.59	50.11	36.58
ENSDARG00000043684	6.44	5.92	5.38	6.29	5.12	4.55
ENSDARG00000043687	9.15	17.53	15.82	8.88	14.45	7.56
ENSDARG00000043697	61.31	21.44	25.26	49.6	16.61	13.62
ENSDARG00000043701	4.01	2.07	1.46	1.51	2.28	0.89
ENSDARG00000043705	1.48	0.85	0.24	1.3	0.14	0.26
ENSDARG00000043710	2.16	1.67	1.6	3.13	1.51	1.43
ENSDARG00000043713	26.9	23.57	24.17	29	26.56	30.49
ENSDARG00000043716	15.29	19.16	15.14	10.99	15	2.7
ENSDARG00000043719	0	0.34	0.28	0	0.12	0
ENSDARG00000043720	0	0.41	0.4	0.64	1.27	0.28
ENSDARG00000043722	0	0.33	0.21	0.13	0	0.79
ENSDARG00000043727	18.51	16.74	13.37	21.16	17.79	16.54
ENSDARG00000043728	19.48	14.95	12.53	20.24	36.17	27.62
ENSDARG00000043729	0	0	0	0	0	0
ENSDARG00000043732	104.08	110.05	110.8	109.63	114.11	108.67
ENSDARG00000043734	3.69	6.05	6.11	4.2	7.12	5.34
ENSDARG00000043736	0	0	0	0	0	0
ENSDARG00000043740	3.14	3.48	2.66	4.68	3.71	1.9
ENSDARG00000043746	119.97	148.5	101.14	104.44	111.51	182.91
ENSDARG00000043757	16.45	14.9	22.82	21.31	23.61	12.62
ENSDARG00000043767	0	0	0	0.02	0	0
ENSDARG00000043768	0	0	0	0.59	0	0
ENSDARG00000043770	0	0	0	0	0	0
ENSDARG00000043781	43.5	39.47	55.14	32.11	30.97	49.88
ENSDARG00000043792	0	0	0	0	0	0
ENSDARG00000043795	161.8	122.6	182.75	147.97	176.53	86.99
ENSDARG00000043796	0	0	0.12	0.13	0.35	0.14
ENSDARG00000043797	84.24	72.98	74.03	84.13	88.71	73.54
ENSDARG00000043798	0	0.79	0	0.45	0.48	0.29
ENSDARG00000043799	2.16	1.09	3.09	2.9	1.88	1.02
ENSDARG00000043802	1.61	0.91	0.72	3.83	1.18	3.86
ENSDARG00000043806	0.39	0.56	0.7	0.51	0.69	0
ENSDARG00000043814	4.79	5.76	5.59	7.8	4.47	6.38
ENSDARG00000043816	1.33	0.52	0.16	0.3	0.75	0
ENSDARG00000043818	4.9	6.24	2.14	4.25	6.07	2.74
ENSDARG00000043820	2.56	10.15	1.38	3.06	3.92	0.49
ENSDARG00000043821	41.26	40.06	49.78	45.36	59.75	22.58
ENSDARG00000043835	135.59	127.48	160.06	115.95	227.29	57.26
ENSDARG00000043842	61.94	69.07	56.45	73.34	68.02	77.18
ENSDARG00000043847	0.79	1.45	0.39	0	0	0
ENSDARG00000043848	313.55	238.67	274.27	282.19	207.87	289.61
ENSDARG00000043850	0	0	0	0	0	0
ENSDARG00000043854	15.33	18.4	12.59	20.48	27.68	14.05
ENSDARG00000043856	78.52	71.91	77.57	68	64.19	55.29
ENSDARG00000043857	46.02	49.42	42.43	52.37	51.7	45.36
ENSDARG00000043858	18.51	13.74	12.05	13.49	16.7	13.13
ENSDARG00000043864	172.35	229.77	130.3	130.2	151.8	278.24
ENSDARG00000043865	52.39	51.92	45.45	51.79	36.48	62.47
ENSDARG00000043873	44.14	46.37	44.65	68.58	65.49	86.89
ENSDARG00000043877	1.34	2.83	2.66	2.49	4.86	3.15
ENSDARG00000043884	19.2	15.45	17.89	15.67	12.42	16.64
ENSDARG00000043898	19.8	28.81	23.79	24	23.75	20.28
ENSDARG00000043899	2.93	5.36	4.35	2.96	7.19	5.37
ENSDARG00000043902	5.36	11.58	2.26	5.8	3.37	1.55
ENSDARG00000043904	58.82	53.49	50.84	39.09	63.36	21.95
ENSDARG00000043905	22.56	16.04	18.78	24.83	19	16.6
ENSDARG00000043907	17.82	14.12	8.18	9.44	14.93	7.31
ENSDARG00000043912	0.44	0.11	0.77	0.26	0.25	0.58
ENSDARG00000043923	72.57	46.17	43.72	70.81	94.84	18.1
ENSDARG00000043928	27.74	25.59	19.36	26.98	26.63	34.86
ENSDARG00000043932	97.49	73.66	118.34	163.27	82.2	37.31
ENSDARG00000043933	0	0.74	0	0	0	0
ENSDARG00000043934	0	0	0.62	1.74	0	0
ENSDARG00000043938	19.09	20.44	11.86	11.38	12.52	12.57
ENSDARG00000043960	40.02	36.68	32.6	53.12	33.53	49.44
ENSDARG00000043962	1.47	0.89	0.55	0.88	0.1	0.33
ENSDARG00000043963	5.06	2.25	1.76	7.96	3.97	0.94
ENSDARG00000043970	43.15	42.97	44.97	34.71	43.38	27.68
ENSDARG00000043972	19.35	18.38	19.33	23.7	19.96	25.96
ENSDARG00000043973	36.74	42.51	35.61	38.76	46.2	62.06
ENSDARG00000043976	80.3	78.12	83.22	86.27	80.32	70.99
ENSDARG00000043986	3.39	2.37	2.44	2.83	3.73	1.53
ENSDARG00000044001	16.57	19.06	17.28	14.44	15.28	8.77
ENSDARG00000044010	0	0.03	0.65	0.11	0.59	0.33
ENSDARG00000044011	7.54	9.99	9.11	9.34	7.54	8.29
ENSDARG00000044016	43.78	45.39	37.14	42.45	53.39	27.93
ENSDARG00000044023	0.32	0	0.32	0	1.62	0
ENSDARG00000044034	7.29	14.97	14.93	10.86	13.55	5.57
ENSDARG00000044038	2.68	2.22	3.01	1.17	1.92	1.7
ENSDARG00000044039	3.07	3.74	5.21	6.02	4.87	2.67
ENSDARG00000044044	1.15	0.92	1.06	1.27	1.1	1.41
ENSDARG00000044047	1.41	1.08	0.69	0.48	0.45	0.52
ENSDARG00000044048	0.67	1.31	1.2	0.14	0.41	0.96
ENSDARG00000044053	1367.21	1234.37	926.01	944.55	1366.23	641.16
ENSDARG00000044056	8.73	9.64	9.86	11.6	13.21	5.8
ENSDARG00000044059	0.35	0.48	0	0.83	0.13	0
ENSDARG00000044061	0	0.35	0.68	0	0.26	0.48
ENSDARG00000044062	120.88	89.26	107.53	161.27	142.49	90.94
ENSDARG00000044072	9.95	15.97	10.42	12.59	8.37	15.45
ENSDARG00000044073	23.19	20.19	30.44	30.43	33.49	18.78
ENSDARG00000044074	0.2	1.36	0.67	1.62	1.75	1.07
ENSDARG00000044083	19.7	18.3	16.34	14.16	18.72	10.24
ENSDARG00000044090	49.89	46.86	55.42	41.83	42.97	26.45
ENSDARG00000044091	83.25	98.19	87.72	96.58	115.61	89.18
ENSDARG00000044092	339.44	333.73	251.55	366.25	404.39	333.55
ENSDARG00000044093	1551.02	1556.15	1692.28	1504.67	1152.26	1743.66
ENSDARG00000044094	0	0.43	0.95	0.25	0.46	0.22
ENSDARG00000044098	46.54	57.1	241.46	81.17	103.39	54.43
ENSDARG00000044102	60.4	61.48	46.47	52.5	53.78	59.88
ENSDARG00000044114	2.64	4.4	3.64	4.52	5.51	4.99
ENSDARG00000044125	79.28	45.28	45.56	98.88	20.11	58.17
ENSDARG00000044132	0.39	1.51	1.83	1.16	1.32	1.85
ENSDARG00000044134	35.65	25.75	29.88	30.8	29.18	31.97
ENSDARG00000044135	8.4	5.89	4.43	0.97	2.5	2.01
ENSDARG00000044136	18.69	19.3	20.53	22.37	21.96	19.87
ENSDARG00000044142	8.12	7.11	4.63	7.94	4.69	3.6
ENSDARG00000044143	6.03	7.05	6.84	7.16	9.64	7.54
ENSDARG00000044144	6.11	7.71	6.19	6.3	9.07	9.31
ENSDARG00000044153	504.03	621.47	500.29	649.17	461.87	769.12
ENSDARG00000044155	13.09	10.73	3.15	7.04	14.82	7.17
ENSDARG00000044161	24.59	16.76	22.1	27.83	16.87	10.33
ENSDARG00000044167	24.51	26.05	17.22	17.04	16.28	16.16
ENSDARG00000044169	20.75	16.18	22.87	20.9	29.05	13.02
ENSDARG00000044175	0.78	0.27	1.56	1.47	0.46	0
ENSDARG00000044179	2.78	4.09	3.64	4.55	4.04	2.72
ENSDARG00000044182	423.52	392.94	457.75	511.28	444.19	237.4
ENSDARG00000044183	277.44	271.66	233.17	251.2	220.82	269.25
ENSDARG00000044191	9.08	8.95	9.54	14.46	9.16	6.38
ENSDARG00000044194	59.67	59.41	58.05	69.65	60.5	86.03
ENSDARG00000044199	0.39	389.09	1.23	1.85	1.14	21.07
ENSDARG00000044203	11.62	13.12	10.24	14.62	12.73	14.78
ENSDARG00000044204	0	0	0.28	0.85	0	0
ENSDARG00000044216	17.52	17.73	19.9	27.86	28.1	14.47
ENSDARG00000044225	67.02	66.27	73.13	84.19	68.65	64
ENSDARG00000044241	30.73	24.69	21.08	21.9	23.97	19.45
ENSDARG00000044246	1.27	1.37	1.91	1.51	1.01	0.57
ENSDARG00000044251	32.42	24.99	69.1	94.35	52.57	8.58
ENSDARG00000044253	0.71	2.99	3.24	5.27	2.31	4.8
ENSDARG00000044254	43	32.89	40.66	28.68	41.96	22.57
ENSDARG00000044255	21.32	20.51	20.21	26.6	17.76	23.07
ENSDARG00000044261	0	0.33	0.1	0.13	2.79	0.11
ENSDARG00000044264	0	0	0	0.1	0	0
ENSDARG00000044265	9.15	4.94	7.45	10.07	11.54	9.26
ENSDARG00000044267	79.17	72.19	64.28	78.82	62.08	91.16
ENSDARG00000044276	0.8	1.03	1.09	0.95	0.91	0.42
ENSDARG00000044278	3.99	11.63	14.67	15.54	9.08	16.91
ENSDARG00000044279	0	2.3	0	0	0	0.11
ENSDARG00000044280	0.27	166.2	0	0	0	3.22
ENSDARG00000044281	28.39	26.58	26.47	28.82	31.53	12.83
ENSDARG00000044282	9.02	9.39	6.9	11.46	9.12	11.63
ENSDARG00000044295	20.27	15.66	19.22	19.07	22.04	10.7
ENSDARG00000044298	19.24	23.74	21.57	27.14	29.55	23.68
ENSDARG00000044299	28.22	21.71	20.45	28.11	27.01	17.07
ENSDARG00000044301	28.35	48.71	29.84	35.58	33.28	71.74
ENSDARG00000044304	33.29	28.91	32.22	25.73	22.97	10.6
ENSDARG00000044318	2.24	1.81	1.84	1.12	3.89	0.68
ENSDARG00000044319	14.21	9.34	13.05	11.09	13.84	2.37
ENSDARG00000044325	3.03	3.04	2.47	4.99	2.41	1.32
ENSDARG00000044327	16.8	22.71	19.14	18.46	16.68	16.04
ENSDARG00000044328	81.06	57.5	53.72	67.78	61	45.58
ENSDARG00000044332	35.19	85.57	38.81	64.77	65.48	136.58
ENSDARG00000044339	18.29	20.67	24.15	20.18	16.35	18.36
ENSDARG00000044341	36.42	52.73	31.86	26.94	32.5	20.59
ENSDARG00000044345	39.67	35.69	25.7	10.53	39.1	9.32
ENSDARG00000044355	0	0	0	0	0	0
ENSDARG00000044356	4.17	4.34	1.99	5.1	1.91	0.67
ENSDARG00000044357	37.73	39.78	36.11	36.81	40.21	49.16
ENSDARG00000044362	89.02	93.28	107.97	108.42	106.24	112.43
ENSDARG00000044365	18.26	14.86	17.67	22.37	13.64	11.98
ENSDARG00000044373	15.07	7.74	9	8.14	13.49	10.43
ENSDARG00000044375	52.36	64.37	5.04	35.36	42.67	11.78
ENSDARG00000044380	8.96	12.23	7.92	25.51	50.07	25.25
ENSDARG00000044381	34.82	33.45	36.56	35.59	28.48	28.38
ENSDARG00000044387	0	1.45	0	0	0.09	0
ENSDARG00000044400	1.59	0.87	2.45	0.77	1.21	0.1
ENSDARG00000044402	25.73	22.39	20.25	29.15	31.22	25.44
ENSDARG00000044404	12.38	10.82	8.63	8.63	8.56	6.09
ENSDARG00000044405	10.85	13.34	12.35	13.2	18.5	11.57
ENSDARG00000044414	3.06	2.53	2.52	1.22	3.36	1.73
ENSDARG00000044415	0	0.55	0.98	0.29	0.6	0
ENSDARG00000044417	4.45	5.07	3.18	4.97	4.86	3.58
ENSDARG00000044420	20.03	16.54	34.88	46.02	43.8	23.53
ENSDARG00000044422	0.4	0.51	0.13	0.83	0.95	1.02
ENSDARG00000044431	34.93	42.61	29.51	60.79	82.74	69.43
ENSDARG00000044433	1.3	0.96	0.39	0.88	1.02	0.11
ENSDARG00000044436	9.55	8.81	9.72	12.16	8.62	7.93
ENSDARG00000044437	1.16	4.78	1.67	1.48	4.21	1.32
ENSDARG00000044441	0.04	0	0	0.2	0.09	0
ENSDARG00000044457	2.26	0.78	0.87	1.05	1.15	1.06
ENSDARG00000044484	22.61	26.69	20.01	23.29	20.16	26.63
ENSDARG00000044485	11.68	5.69	6.95	29.78	8.68	3.29
ENSDARG00000044488	9.57	15.17	15.33	14.52	9.86	12.26
ENSDARG00000044490	0	0	0.04	0.1	0.1	0
ENSDARG00000044491	0.48	1.46	0.84	0.53	1.02	0.6
ENSDARG00000044492	5.03	5.07	3.67	5.56	4.51	3.38
ENSDARG00000044501	43.03	22.66	39.62	26.55	15.72	12.87
ENSDARG00000044511	54.7	147.2	96.3	51.11	59.18	143.63
ENSDARG00000044512	0	0	0.04	0	0	0
ENSDARG00000044513	37.13	39.66	29.3	39.49	36.3	32.37
ENSDARG00000044514	70.74	67.44	48.5	40.5	60.7	29.91
ENSDARG00000044521	314.38	270.9	292.59	289.44	364.03	325.86
ENSDARG00000044521	12.42	16.06	12.35	16.28	13.26	22.02
ENSDARG00000044524	3.32	2.14	2.34	1.01	3.53	1.31
ENSDARG00000044525	1.72	1.1	1.03	1.02	0.71	0.91
ENSDARG00000044526	2.57	18.57	2.13	3.85	0.19	2.89
ENSDARG00000044528	0	0.17	0.6	0.72	0.43	0.35
ENSDARG00000044532	5.95	7.69	9.17	7.9	5.37	2.65
ENSDARG00000044534	0.5	0.69	0	0	0	0
ENSDARG00000044540	54.67	44.78	43.27	48.57	43.37	45.14
ENSDARG00000044541	179.57	151.57	170.15	203.24	183	141.98
ENSDARG00000044544	3.32	2.47	0.92	2.37	2.44	3.37
ENSDARG00000044545	78.71	78.02	71.25	81.61	65.24	63.53
ENSDARG00000044549	13.46	5.72	2.78	3.14	10.75	1.39
ENSDARG00000044550	18.66	39.32	58.89	24.5	22.11	52.8
ENSDARG00000044551	69.68	77.89	59.77	67.15	77.97	60.87
ENSDARG00000044556	48.65	40.25	34.7	57.31	49.48	10.33
ENSDARG00000044561	1.89	1.31	2.75	0.75	2.03	0.53
ENSDARG00000044562	438.03	388.56	431.23	530.5	335.48	376.29
ENSDARG00000044565	151.11	122.83	141.97	166.01	134.48	140.81
ENSDARG00000044566	0	0	0	0	0	0
ENSDARG00000044567	37.63	36.65	35.52	49.23	43.13	44.45
ENSDARG00000044569	79.8	83.07	49.78	81.22	119.24	25.76
ENSDARG00000044573	264.1	246.57	301.09	328.55	284.21	234.5
ENSDARG00000044574	16.01	12.81	19.18	16.84	18.06	21.81
ENSDARG00000044575	23.23	22.19	23.47	22.39	21.68	24.11
ENSDARG00000044584	7.42	5.16	5.9	6.1	8.64	5.28
ENSDARG00000044588	2.96	2.2	3.55	1.3	3	0.88
ENSDARG00000044596	26.36	13.14	29.21	19.65	19.49	10.85
ENSDARG00000044597	26.06	27.36	26.11	28.54	35	33.8
ENSDARG00000044600	66.79	59.31	56.8	45.64	70.42	24.04
ENSDARG00000044601	226.2	187.26	161.98	208.79	211.87	163.68
ENSDARG00000044605	97.44	92.52	71.93	106.04	116.42	74.31
ENSDARG00000044612	5.6	7.56	3.52	1.82	10.11	2.33
ENSDARG00000044613	4.22	5.24	3.62	4.19	5.19	1.49
ENSDARG00000044615	0.89	0.85	1.29	1.06	1.22	0.58
ENSDARG00000044619	178.96	179.61	180.84	155.43	184.5	157.06
ENSDARG00000044622	0.62	0.9	0.61	1.52	1.26	1.26
ENSDARG00000044625	60.64	74.46	56.76	67.27	62.65	116.57
ENSDARG00000044626	7.01	6.83	5.23	4.6	7.95	7.52
ENSDARG00000044627	6.77	6.01	6.39	2.75	4.3	8.34
ENSDARG00000044628	62.94	50.34	50.22	69.35	63.18	83.38
ENSDARG00000044629	0	2.09	0	0	0	0
ENSDARG00000044632	1.36	1.81	1.2	2.5	1.01	1.25
ENSDARG00000044642	47.29	47.55	34.59	27.4	38.34	13.58
ENSDARG00000044655	0	0.22	0.05	0.24	0.48	0
ENSDARG00000044669	234.04	199	198.12	227.2	187.27	171.41
ENSDARG00000044672	0	0.49	0.15	0	0.18	0
ENSDARG00000044684	1.46	267.65	11.03	1.75	1.93	3.87
ENSDARG00000044685	0.05	0	0	0	0	0
ENSDARG00000044688	24.69	20.76	31.87	20.61	22.24	6.27
ENSDARG00000044691	0.45	0.71	0.46	1.01	1.59	1.79
ENSDARG00000044692	15.46	17.69	16.39	16.46	18.3	24.67
ENSDARG00000044694	10.5	11.71	14.43	7.25	21.4	3.25
ENSDARG00000044695	0.1	0.27	0	0	0	0
ENSDARG00000044718	11.37	7.61	11.46	8.79	17.61	7.6
ENSDARG00000044751	66.8	69.83	54	76.26	31.58	61.95
ENSDARG00000044752	0.49	0.9	0	0.65	0.16	0.87
ENSDARG00000044753	182.75	162	169.64	177.85	155.5	111.75
ENSDARG00000044754	0.24	0	0	0	0	1.26
ENSDARG00000044755	1.01	0.65	0.63	0.75	1.22	0.36
ENSDARG00000044760	7.41	7.97	8.13	6.79	8.44	7.33
ENSDARG00000044766	3.94	9.82	6.7	5.54	4.93	6.63
ENSDARG00000044767	0.23	0.36	0.32	0.52	0.06	0
ENSDARG00000044769	25.02	24.7	24.91	29.58	29.5	32.85
ENSDARG00000044774	0.08	0	0.12	0.18	0.14	0.08
ENSDARG00000044775	0.93	2.06	2.43	1.81	4.54	0.25
ENSDARG00000044776	3.16	4.97	3.03	3.54	3.82	2.27
ENSDARG00000044781	2.15	3.77	2.06	1.74	2.56	0.44
ENSDARG00000044795	1.26	0.33	4.37	7.8	0.35	3.59
ENSDARG00000044797	1.49	0.24	0	0.27	0	0
ENSDARG00000044801	0.14	0.43	1.38	0.23	0.16	0.37
