ensembl_gene_id	tpm_Tert_1	tpm_Tert_2	tpm_Tert_3	tpm_TertTP53_1	tpm_TertTP53_2	tpm_TertTP53_3
ENSDARG00000058349	49.08	61.37	38.18	48.44	33.45	59.77
ENSDARG00000058351	7.16	14.47	12.62	3.97	7.8	2.44
ENSDARG00000058352	14.41	13.04	12.69	13.26	11.43	11.52
ENSDARG00000058354	211.64	213.63	166.87	197.14	221.06	212.94
ENSDARG00000058357	0.06	0.36	0.27	0.79	1.34	0.67
ENSDARG00000058358	332.69	398.76	681.89	241.77	202.27	66.98
ENSDARG00000058365	3.83	3.48	2.85	1.18	2.13	2.78
ENSDARG00000058366	7.35	26.59	10.35	5	9.46	5.17
ENSDARG00000058367	36.65	40.1	31.76	43.3	55.73	22.02
ENSDARG00000058369	48.52	67.14	42.41	124.71	95.93	62.34
ENSDARG00000058370	0.8	2.79	3.14	0.92	2.16	0.98
ENSDARG00000058371	3407.72	64.91	22185.64	60.4	10.08	18.49
ENSDARG00000058372	0.41	0.54	0.84	0.48	0.51	0.12
ENSDARG00000058379	6.04	50.49	47.28	161.81	12.07	4.17
ENSDARG00000058381	1.68	1.88	5.01	0	0.64	0
ENSDARG00000058389	23.98	130.53	9.83	20.84	7.96	1.68
ENSDARG00000058390	0.54	0.32	0.34	0.56	0.18	0.17
ENSDARG00000058392	33.88	15.77	23.62	19.48	16.8	56.69
ENSDARG00000058394	29.26	26.1	22.02	20.35	11.34	6.31
ENSDARG00000058394	20.85	21.7	32.8	17.51	19.03	10.32
ENSDARG00000058409	0	0	0.16	0	0	0
ENSDARG00000058410	1.19	5.32	1.48	7.16	3.13	1.69
ENSDARG00000058413	6.94	10.68	7.48	8.85	4.86	6.14
ENSDARG00000058414	2.89	6.44	10.31	4.42	4.33	0
ENSDARG00000058416	0.05	0.04	0.05	0.02	0.08	0
ENSDARG00000058419	44.39	31.46	43.37	33.81	37.07	53.6
ENSDARG00000058421	16.96	9.66	12.4	5.87	28.89	7.48
ENSDARG00000058425	30.02	28.38	26.97	19.22	25.55	16.22
ENSDARG00000058444	0.98	1.71	1.53	1.64	0.97	3.75
ENSDARG00000058445	0.98	0.86	0.84	2.15	2.15	3.75
ENSDARG00000058448	6.66	6.12	9.03	7.51	9.29	12.88
ENSDARG00000058451	2137.7	2708.52	3714.27	2253.12	2872.44	2395.19
ENSDARG00000058452	22.3	24.94	23.96	26.94	32.32	23.61
ENSDARG00000058454	163.17	255.83	246.97	342.37	213.68	199.02
ENSDARG00000058459	7.4	7.88	6.92	3.95	5.98	1.92
ENSDARG00000058460	0.15	0	0.35	0.43	0.1	0
ENSDARG00000058462	0	0.08	0.3	0.27	0.17	0.65
ENSDARG00000058463	169.65	188.68	152.2	181.31	138.14	199.65
ENSDARG00000058464	5.87	45.2	7.39	10.04	8.3	22.94
ENSDARG00000058467	50.46	45.94	57.17	48.96	64.36	36.8
ENSDARG00000058470	14.58	15.03	39.65	15.28	25.84	19.22
ENSDARG00000058471	3.65	3.6	8.97	1.48	2.08	0.39
ENSDARG00000058473	60.05	12.89	22.32	11.05	15.55	35.62
ENSDARG00000058475	6.61	5.51	4.54	3.11	3.52	4.9
ENSDARG00000058476	0.94	0.11	0	0.27	1.56	2.17
ENSDARG00000058479	0.24	0	0	0	0	0
ENSDARG00000058480	3.51	2.01	5.9	1.6	2.57	1.04
ENSDARG00000058486	1.68	4	2.84	4.9	5.31	0.65
ENSDARG00000058488	0.63	0.71	0.31	0.23	0.13	0
ENSDARG00000058492	0	0.54	0.04	0	0	0
ENSDARG00000058494	59.58	61.01	47.84	60.02	62.12	62.69
ENSDARG00000058498	0	0	0.04	0.09	0	0.04
ENSDARG00000058502	9.39	9.72	6.65	13.39	11.74	8.19
ENSDARG00000058503	1.79	2.77	1.22	1.8	2.4	0.7
ENSDARG00000058504	105.88	154.22	106.87	139.38	139.11	98.63
ENSDARG00000058522	7.69	8.97	4.27	4.8	4.3	6.48
ENSDARG00000058528	20.85	18.14	15.91	20.68	20.84	27.73
ENSDARG00000058533	1.69	1.1	3.68	0.59	0.63	0.44
ENSDARG00000058537	9.52	8.72	13.28	4.72	8.62	2.46
ENSDARG00000058538	3.88	21.39	14.5	5.31	2.96	0.79
ENSDARG00000058543	3.8	7.87	3.81	5.82	4.51	2.15
ENSDARG00000058548	4.34	3.54	3.84	1.85	0.47	2.46
ENSDARG00000058551	4.05	3.26	1.99	5.93	1.9	3.38
ENSDARG00000058553	2.73	1.66	11.87	0.99	0.48	0.88
ENSDARG00000058556	6.49	0.07	38.25	0	0	0.02
ENSDARG00000058557	0	0.25	0.19	0	0	0
ENSDARG00000058558	29.22	32.83	19.93	41.33	50.11	21.89
ENSDARG00000058560	107.69	107	111.6	93.7	99.53	96.37
ENSDARG00000058561	4.89	7.06	5.59	5.01	4.35	3.57
ENSDARG00000058563	18.04	18.13	20.69	23.87	23.16	33.59
ENSDARG00000058564	0.27	0.45	0.49	0	0.04	0
ENSDARG00000058565	11.63	7.49	9.84	6.23	7.69	3.43
ENSDARG00000058566	5.76	5.73	4.2	5.35	4.78	8.1
ENSDARG00000058567	0	18.78	13.67	17.6	32.07	0.33
ENSDARG00000058570	4.38	0.65	6.21	0	0	0
ENSDARG00000058571	7.91	8.94	8.76	6.18	7.28	4.5
ENSDARG00000058574	8.48	11.26	5.7	9.24	8.59	6.11
ENSDARG00000058578	0	0.29	0	0	0	0.53
ENSDARG00000058579	0.07	0.14	0	0	0.08	0.15
ENSDARG00000058585	12.4	25.77	15.64	39.78	27.04	7.63
ENSDARG00000058587	0	0.07	0.07	0.24	0.11	0.43
ENSDARG00000058593	100.43	134.56	113.84	84.53	109.21	51
ENSDARG00000058597	57.4	49.18	56.06	59.18	37.15	86.09
ENSDARG00000058598	15.91	10.16	11.03	10.93	13.45	6.58
ENSDARG00000058601	92.66	94.99	56.64	139.78	118.34	131.6
ENSDARG00000058603	5.3	5.08	5.99	5.39	9.48	2.55
ENSDARG00000058605	5.88	3.08	11.4	1.28	1.5	0.78
ENSDARG00000058606	15.19	57.66	54.41	39.01	34.88	25.39
ENSDARG00000058608	9.95	7.86	8.32	10.72	13.4	15.89
ENSDARG00000058630	35.8	25.04	33.3	32.63	31.27	45.2
ENSDARG00000058638	4.7	9.34	5.41	3.79	3.15	1.64
ENSDARG00000058644	28.91	15.65	15.18	15	18.71	13.1
ENSDARG00000058646	137.84	248.7	157.98	319.54	358.01	123.02
ENSDARG00000058647	5.07	10.91	6.82	1.2	6.16	1.64
ENSDARG00000058649	47.85	36.13	26.38	47.95	50.39	49.35
ENSDARG00000058650	19.09	34.79	22.17	35.36	32.58	23.88
ENSDARG00000058656	0.42	3.5	22.78	0.78	0.82	0.77
ENSDARG00000058658	2.97	36.86	9.39	7.26	12.85	0.92
ENSDARG00000058660	60.83	56.84	62.6	79.49	75.14	101.17
ENSDARG00000058666	9.4	9.75	19.83	5.92	5.1	2.01
ENSDARG00000058672	0.22	0.6	1.92	0.21	0.29	0.22
ENSDARG00000058673	0	0	1.25	0	4.94	0
ENSDARG00000058673	0	0	0	0	0.51	0
ENSDARG00000058678	0.96	0.31	0.2	0.48	0.12	2.01
ENSDARG00000058679	24.47	17.89	20.27	22.28	37.74	14.64
ENSDARG00000058682	0.97	5.59	1.35	0	0.15	0
ENSDARG00000058685	0.38	0	0.57	0	0	0
ENSDARG00000058690	1.24	4.69	4.71	3.59	1.19	0.29
ENSDARG00000058692	18.93	28.6	29.23	21.38	33.01	8.06
ENSDARG00000058693	143.15	62.01	461.18	36.27	37.12	12.66
ENSDARG00000058695	0.66	1.57	0.57	1.8	1.3	0.43
ENSDARG00000058696	41.28	47.35	31.36	48.97	50.3	45.59
ENSDARG00000058699	14.86	36.9	25.09	52.87	38.12	21.47
ENSDARG00000058701	15.69	23.03	19.46	37.24	38.27	6
ENSDARG00000058702	0	3.63	6.35	0.2	0.58	0
ENSDARG00000058710	2.28	1.93	1.91	1.7	1.53	1.51
ENSDARG00000058716	2.32	2.76	1.71	2.96	1.65	0.73
ENSDARG00000058719	6.6	5.42	11.68	4.81	4.63	5.52
ENSDARG00000058725	0.86	0.5	0.51	0.2	1.36	1.41
ENSDARG00000058728	20.42	21.7	15.16	26.92	18.21	22.2
ENSDARG00000058729	63.63	59.46	50.17	60.15	57.35	60.77
ENSDARG00000058730	23.86	32.13	24.1	17.09	19.09	17.66
ENSDARG00000058731	1.8	1.42	1.01	0.77	2.73	1.3
ENSDARG00000058733	0.48	0.55	0.64	0.33	0.62	0.19
ENSDARG00000058734	32.94	151.25	129.11	335.68	18.56	17.67
ENSDARG00000058736	65.76	2.37	17.61	4.6	3.79	67.09
ENSDARG00000058738	0.28	0.27	0.31	0.37	0.1	0.67
ENSDARG00000058740	20.61	15.51	13.84	19.36	22.37	16.45
ENSDARG00000058746	54.12	52.63	47.19	53.2	54.05	69.8
ENSDARG00000058765	0	0	0	0	0	0
ENSDARG00000058771	16.56	18.92	20.19	19.35	43.18	4.09
ENSDARG00000058774	1.35	2.88	1.55	0.93	1.28	0.83
ENSDARG00000058775	0.51	0.22	0.65	0.83	0.77	0.1
ENSDARG00000058780	2.22	0.81	6.72	0.11	0.21	0
ENSDARG00000058782	5.06	0.8	1.77	0.84	1.54	9.28
ENSDARG00000058791	0.47	2.56	0.71	0.93	1.3	0.91
ENSDARG00000058794	2.38	3.91	1.1	0.96	2.04	2.12
ENSDARG00000058799	0.15	0.15	36.51	0	0	0.27
ENSDARG00000058800	9.93	1.22	23.67	0.56	0	0.07
ENSDARG00000058801	16.64	15.24	12.43	17.67	21.22	16.8
ENSDARG00000058803	0.58	0.91	0.41	0	0	0.81
ENSDARG00000058806	28.26	39.11	26.13	29.18	22.58	25.27
ENSDARG00000058815	0.25	0.08	0	0.09	0.11	0.64
ENSDARG00000058818	25.22	33.9	33.22	21.33	21.88	18.43
ENSDARG00000058819	0.21	0.41	0.34	0.16	0.23	0.43
ENSDARG00000058820	0.88	4.26	2.97	1.01	1.72	0
ENSDARG00000058821	48.62	56.36	53.39	97.9	79.51	19.32
ENSDARG00000058822	1.53	0.52	2.17	0.09	1.89	0.12
ENSDARG00000058824	68.59	56.44	71.51	64.67	50.48	72.62
ENSDARG00000058828	22.69	17.82	18.33	24.13	17.78	22.01
ENSDARG00000058830	8.27	9	12.35	8.55	8.07	5.13
ENSDARG00000058839	10.62	2.32	5.3	6.54	4.94	18.35
ENSDARG00000058848	11.83	12.29	11.28	8.57	16.94	8.34
ENSDARG00000058853	11.03	11.65	7.85	16.38	13.67	5.64
ENSDARG00000058861	41.6	28.44	40.9	31.32	31.17	40.55
ENSDARG00000058865	18.62	14.04	21.27	22.9	19.49	13.43
ENSDARG00000058868	145.63	139.07	111.49	182.38	182.23	105.01
ENSDARG00000058869	3.75	5.66	3.07	6.53	5.18	3.55
ENSDARG00000058871	8.07	12.14	16.31	5.5	3.99	3.77
ENSDARG00000058873	0.61	0.42	0.28	0.99	0.33	0.81
ENSDARG00000058874	2.93	4.31	2.54	3.38	5.58	3.78
ENSDARG00000058876	18.25	12.07	11.19	18.34	21.3	7.87
ENSDARG00000058880	6.95	5.91	3.16	8.39	3.33	7.38
ENSDARG00000058885	0.6	1.96	0.96	1.04	0.88	0.1
ENSDARG00000058892	21.87	10.7	11.24	12.57	19.66	16.33
ENSDARG00000058893	9.22	9.69	6.87	7.54	9.19	10.51
ENSDARG00000058903	2.13	5.61	2.92	1.57	0.83	0.42
ENSDARG00000058906	0.41	0	0	0	0	0
ENSDARG00000058917	0.81	0.78	1.08	0	0	0.27
ENSDARG00000058924	0	91.75	0	1.07	2.06	0.54
ENSDARG00000058930	0.12	0.12	0	0	0	0
ENSDARG00000058937	0.68	0.44	0	0	0.79	0
ENSDARG00000058939	1.01	1.28	6.28	0.07	0.18	0
ENSDARG00000058940	6.36	2.52	3.51	6.38	4.76	1.66
ENSDARG00000058943	1.79	4.88	5.11	0.73	2.74	2.31
ENSDARG00000058944	0	0	0	0	0	0
ENSDARG00000058945	0.25	0.48	0.32	0.29	0.27	0.34
ENSDARG00000058946	4.97	4.31	6.89	1.92	3.14	2.25
ENSDARG00000058949	72.77	57.4	68.34	62.69	79.68	35.86
ENSDARG00000058953	11.64	12.36	14.5	5.15	6.72	3.68
ENSDARG00000058958	3.02	2.54	1.86	0.5	1.43	2.69
ENSDARG00000058960	0.06	9.05	0	0	0	0
ENSDARG00000058961	3.08	0.57	6.56	0	0.33	0
ENSDARG00000058962	27.38	31.08	20.42	28.4	26.56	37.04
ENSDARG00000058964	2.05	2.38	2.28	0.79	2.15	0.35
ENSDARG00000058966	56.8	26.81	79.56	59.91	25.63	34.12
ENSDARG00000058968	0.92	2.23	3.44	1.59	1.2	0.63
ENSDARG00000058969	23.9	28.95	19.66	40.96	36.36	10.3
ENSDARG00000058978	6.32	7.76	6.47	5.81	8.07	11.08
ENSDARG00000058984	49.05	45.51	38.38	51.04	71.86	39.88
ENSDARG00000058985	108.66	66.29	49.14	106.72	95.06	137.43
ENSDARG00000058988	0.15	2.67	0	0	0.5	0
ENSDARG00000058990	6.69	4.07	9.66	2.07	2.98	2.64
ENSDARG00000058992	6.82	10.57	13.21	6.37	8.94	4.26
ENSDARG00000058993	26.2	23.78	27.76	20.58	26.18	21.84
ENSDARG00000058994	0	0	0	0	0	0.13
ENSDARG00000058995	15.21	15.81	12.02	18.22	20.64	16.79
ENSDARG00000058996	65.05	79.14	18.82	50.97	41.21	29.17
ENSDARG00000059001	12.39	7.85	8.05	5.71	7.04	26.06
ENSDARG00000059003	28.23	13.04	17.61	16.14	18.91	34.21
ENSDARG00000059006	57.21	43.85	44.46	54.65	56.18	62.95
ENSDARG00000059015	25.17	42.51	20.61	31.18	55.29	14.22
ENSDARG00000059020	13.72	10.85	11.64	9.32	12.62	15.52
ENSDARG00000059026	0.74	0.48	4.66	0	0	0
ENSDARG00000059028	7.74	11.2	6.95	10.11	7.3	9.31
ENSDARG00000059029	0.62	0.73	1.84	0.08	0.52	2.19
ENSDARG00000059035	74.15	143.37	147.42	138.06	24.68	27.94
ENSDARG00000059043	0.73	0.57	4.56	0	0.33	0
ENSDARG00000059044	2.16	2.19	0.79	4.27	3.04	2.31
ENSDARG00000059046	21.54	28.72	26.99	26.39	21.95	23.78
ENSDARG00000059048	20.72	23.03	20.82	13.14	21.65	18.4
ENSDARG00000059049	0.64	0.7	1.15	0	0.17	0
ENSDARG00000059053	9.18	5	6.04	4.41	5.38	1.07
ENSDARG00000059054	1.13	1.67	0.82	0.08	1.08	0.68
ENSDARG00000059056	0	1.15	0	0	0	0
ENSDARG00000059057	177.6	192.47	145.47	272.78	233	231.69
ENSDARG00000059058	1.91	3.97	3.75	3.46	5.12	0.57
ENSDARG00000059059	63.89	41.53	51.02	48.49	62.59	64.57
ENSDARG00000059060	10.88	18.4	11.9	15.38	14.55	11.91
ENSDARG00000059064	2.99	5.51	6.75	1.77	2.88	0.4
ENSDARG00000059067	24.75	20.74	18.87	18.88	29.46	9.92
ENSDARG00000059070	81.4	84.73	85.33	75.16	88.54	87.46
ENSDARG00000059073	0	8.13	1.31	0.14	4.91	0
ENSDARG00000059075	10.34	18.3	13.02	12.56	13.26	16.21
ENSDARG00000059079	46.96	51.01	54.35	44.97	40.29	25.78
ENSDARG00000059081	0.81	0.13	0.39	0.16	0.73	0
ENSDARG00000059083	31.52	32.8	29.87	35.9	43.58	32.95
ENSDARG00000059090	0.97	5.58	2.91	5.84	8.48	2.56
ENSDARG00000059093	83.45	24.3	49.14	25.52	38.94	49.46
ENSDARG00000059097	77.76	43.82	57.84	67.1	71.23	180.1
ENSDARG00000059109	74.21	93.63	77.72	107.96	126.58	63.29
ENSDARG00000059116	25.39	24.23	22.59	28.59	31.95	18.23
ENSDARG00000059123	12.67	1.46	46.45	1.92	1.62	0.48
ENSDARG00000059125	30.13	22.86	27.37	19.99	22.58	18.65
ENSDARG00000059128	337.91	288.04	263.8	363.06	314	439.75
ENSDARG00000059130	0.48	0.82	1.75	0.18	0	0.99
ENSDARG00000059131	0.12	0.8	0.57	0.27	0.39	1.56
ENSDARG00000059139	0	0.34	2.14	0.07	0	0
ENSDARG00000059150	9.94	15.69	16.22	21.52	19.32	21.64
ENSDARG00000059163	2.75	7.49	1.44	5.52	11.31	5.03
ENSDARG00000059166	0.86	2.1	0.47	0.99	1.19	1.87
ENSDARG00000059173	1.33	2.18	1.41	0.61	3.38	1.22
ENSDARG00000059175	9.46	11.85	6.22	16.67	9.3	10.24
ENSDARG00000059177	18.18	34.07	60.52	12.13	12.47	13.84
ENSDARG00000059202	1.8	6.57	1.6	2.98	5.5	0.49
ENSDARG00000059209	17.54	14.5	17.49	9.37	11.39	5.7
ENSDARG00000059212	37.19	41.35	39.48	49.01	41.1	48.63
ENSDARG00000059226	11.69	11.36	9.55	9.1	13.05	14
ENSDARG00000059227	0	0	0.38	1.26	0	0
ENSDARG00000059231	17.58	19.88	17.64	11.68	12.84	5.79
ENSDARG00000059233	10.44	13.36	19.41	6.33	4.92	0.54
ENSDARG00000059234	26.74	20.43	19.02	21.97	20.48	22.48
ENSDARG00000059235	4.21	4.47	8.06	10.48	0.18	3.8
ENSDARG00000059236	0	1.21	0	0	1.25	0
ENSDARG00000059244	71.04	61.63	49.17	84.31	78.35	79.34
ENSDARG00000059246	171.38	162.59	156.33	194.83	247.92	192.76
ENSDARG00000059247	14.52	10.44	47.11	6.79	2.58	13.87
ENSDARG00000059254	0	0	0	0.14	0	0
ENSDARG00000059255	3.37	1.44	1.19	8.24	1.16	0.74
ENSDARG00000059256	0	0	0	0	0	0
ENSDARG00000059259	4.34	3.2	19.12	3.89	1.67	2.24
ENSDARG00000059274	0	0.45	0.11	0	0	0
ENSDARG00000059276	6.81	1.68	5.87	0.71	0	0
ENSDARG00000059279	62.67	61.38	114.04	50.78	82.32	44.81
ENSDARG00000059280	20.86	3.38	17.02	0.67	0	0.29
ENSDARG00000059287	37.78	41.2	29.9	42.48	43.02	31.82
ENSDARG00000059294	8.44	35.3	12.24	10.43	26.93	14.7
ENSDARG00000059298	187.56	217.33	135.02	175.13	159.88	188.87
ENSDARG00000059303	176.1	173.88	167.29	193.17	167.81	237.87
ENSDARG00000059304	151.22	142.77	96.12	159.3	98.22	157.52
ENSDARG00000059305	4.94	4.38	2.37	5.33	2.28	4.5
ENSDARG00000059308	9.06	14.43	14.08	6.61	6.77	13.69
ENSDARG00000059311	56.85	65.61	42.17	95.22	98.78	97.08
ENSDARG00000059315	0	0.08	0	0	0	0
ENSDARG00000059322	8.07	8.85	9.89	7.41	8.38	8.95
ENSDARG00000059323	239.33	217.06	236.13	174.44	212.24	142.26
ENSDARG00000059327	19.39	76.49	22.08	33.81	75.61	31.35
ENSDARG00000059333	15.86	19.35	38.93	21.18	23.16	6.31
ENSDARG00000059337	22.6	55.93	46.56	54.59	63.28	31.81
ENSDARG00000059340	11.96	19.06	15.58	22.38	33.62	5.32
ENSDARG00000059342	1.07	0.11	3.01	0.46	0.43	0.23
ENSDARG00000059347	0.13	0.13	0.26	0.61	0.59	0
ENSDARG00000059348	5.04	25.56	15.7	33.49	21.98	7.24
ENSDARG00000059349	65.25	48.41	138.78	53.96	67.85	28.21
ENSDARG00000059351	40.29	48.78	37.11	69.94	62.19	45.94
ENSDARG00000059354	29.05	35.66	24.41	25.24	30.49	41.98
ENSDARG00000059357	38.79	50.68	60.05	47.98	50.99	53.56
ENSDARG00000059360	74.43	82.72	86.23	105.23	94.69	147.17
ENSDARG00000059362	15.11	28.72	50.92	16	19.7	2.17
ENSDARG00000059363	2.55	4.78	2.25	1.23	2.2	1.94
ENSDARG00000059365	1.42	1.96	10.01	0.93	0.64	0.26
ENSDARG00000059368	45.87	65.3	55.23	97.64	122.06	57.39
ENSDARG00000059370	35.55	20.06	19.25	16.79	27.53	17.33
ENSDARG00000059373	110.53	122.66	112.91	161.94	165.31	137.53
ENSDARG00000059387	0.77	1.19	1.12	1.89	0.93	0.19
ENSDARG00000059388	63.96	37.94	39.75	44.59	66.93	48.29
ENSDARG00000059391	12.2	10.1	35.74	8.9	9.31	2.32
ENSDARG00000059398	132.6	101.96	132.59	143.82	158.17	202.5
ENSDARG00000059399	0.6	0.15	0	0.35	0	0.15
ENSDARG00000059400	20.25	24.16	18.83	25.3	20.91	26.04
ENSDARG00000059404	4.99	11.18	5.6	4	6.53	6.37
ENSDARG00000059406	17.81	19.55	26.17	22.42	27.36	19.85
ENSDARG00000059409	0.76	0.57	1.37	0.87	1.19	0.6
ENSDARG00000059411	23.52	33.5	22.03	39.59	44.33	19.54
ENSDARG00000059412	1.68	0.59	0	1.06	0.58	0.47
ENSDARG00000059423	45.5	43.2	32.44	61.08	79.86	63.06
ENSDARG00000059424	5.85	4.48	5.07	5.62	7.67	1.5
ENSDARG00000059432	24.64	15.66	15.74	15.29	15.71	13.61
ENSDARG00000059437	33.37	35.88	19.75	42.42	39.11	31.36
ENSDARG00000059438	13.2	33.69	12.32	33.64	27.73	11.02
ENSDARG00000059442	3.28	6.21	3.94	5.33	4.93	0.99
ENSDARG00000059455	8.17	6.08	7.97	2.9	6.27	4.62
ENSDARG00000059459	7.12	11.18	8.63	12.73	10.3	3.03
ENSDARG00000059460	17.8	19.77	15.78	20.81	23.81	23.16
ENSDARG00000059461	22.09	29.77	24.72	28.03	35.15	26.69
ENSDARG00000059466	0.37	0.18	0.09	0.21	0.51	0.19
ENSDARG00000059472	7.14	9.62	3.49	3.96	5.44	1.09
ENSDARG00000059473	15.56	9.66	9.65	14.06	20.04	9.57
ENSDARG00000059474	15.49	13.06	21.74	7.55	8.9	7.16
ENSDARG00000059475	19.25	21.37	21.53	28.17	25.88	11.77
ENSDARG00000059483	5.06	7.19	12.39	10.94	4.55	7.12
ENSDARG00000059485	33.57	31.01	9.03	14.19	11.46	2.65
ENSDARG00000059486	0.3	0	0	0	0	0.3
ENSDARG00000059498	7.54	16.04	9.34	18.02	16.25	14.79
ENSDARG00000059507	1.87	1.79	1.68	2.28	1.71	0.79
ENSDARG00000059510	10.2	10.52	7.89	7.36	7.52	13.4
ENSDARG00000059523	26.29	8.98	13.47	10.59	19.34	15.26
ENSDARG00000059529	9.16	8.4	7.76	11.3	10.07	8.99
ENSDARG00000059534	89.44	47.93	47.07	70.64	76.7	105.83
ENSDARG00000059549	17.98	17.73	13.78	19.35	19.36	17.43
ENSDARG00000059553	43.94	43.14	47.39	48.09	46.53	39.95
ENSDARG00000059556	14.09	18.92	15.19	21.15	19.24	26.21
ENSDARG00000059557	4.06	3.26	4.29	4.26	3.59	1.42
ENSDARG00000059558	0.57	4.45	0.5	0.72	1.61	1.37
ENSDARG00000059567	2.47	2.32	1.24	0.73	0.89	0.89
ENSDARG00000059574	0	0	0.44	0	0	0
ENSDARG00000059575	16.76	11.53	15.18	8.04	13.11	10.45
ENSDARG00000059582	11.72	11.7	14.95	15.59	10.22	9.23
ENSDARG00000059583	28.32	27.42	26.71	36.03	29.3	27.51
ENSDARG00000059596	18.92	17.26	14.19	20.66	21.88	8.79
ENSDARG00000059600	30.65	26.21	24.35	28.18	32.61	20.19
ENSDARG00000059601	169.35	167.99	132.2	263.7	228.9	161.59
ENSDARG00000059604	29.6	39.16	28.94	47.09	48.48	22.6
ENSDARG00000059606	18.27	12.22	12.02	17.7	14.58	30.27
ENSDARG00000059610	16.36	33.36	12.61	13.06	17.37	13.91
ENSDARG00000059616	6.89	11.23	7.08	12.91	21.14	6.35
ENSDARG00000059629	43.5	87.28	45.73	104.79	94.75	55.99
ENSDARG00000059630	16.12	14.51	24.54	12.52	9.92	3.74
ENSDARG00000059636	9.09	8.13	5.82	9.35	7.1	12.56
ENSDARG00000059642	10.32	8.68	11.05	8.22	9.52	12.53
ENSDARG00000059646	112.23	59.67	86.82	83.21	46.08	84.39
ENSDARG00000059651	0.21	0.71	0	0	0.23	0.54
ENSDARG00000059653	48.63	48.19	52.89	55.6	63.04	40.1
ENSDARG00000059654	81.87	122.21	110.01	79.73	90.93	60.87
ENSDARG00000059657	5.41	10.27	6.81	12.14	8.12	8.64
ENSDARG00000059658	0.88	2.24	1.7	2.67	1.7	2.26
ENSDARG00000059672	9.05	7.76	4.84	7.67	8.12	2.96
ENSDARG00000059680	89.67	179.96	109.87	215.29	241.67	76.42
ENSDARG00000059682	15.47	2.53	8.39	7.78	6.6	24.25
ENSDARG00000059689	7.12	3.71	4.93	4.65	7.86	4.9
ENSDARG00000059690	14.46	40.93	31.23	68.2	37.47	12.64
ENSDARG00000059695	1.95	1.38	1.43	4.06	0.81	0.38
ENSDARG00000059699	11.49	6.99	7.21	5.96	12.3	3.1
ENSDARG00000059700	2.13	2.17	3.49	1.97	2.22	1.75
ENSDARG00000059701	28.79	24.1	32.65	23.75	27.62	21.11
ENSDARG00000059707	33.47	31.35	30.58	37.88	48.31	31.49
ENSDARG00000059711	13.28	16.1	18.79	9.75	13.26	11.1
ENSDARG00000059712	1.36	1.97	1.77	1.44	1.25	0.32
ENSDARG00000059714	2.56	3.96	2.04	1.52	3.72	1.64
ENSDARG00000059719	2.62	1.03	7.91	0.47	2.22	1.26
ENSDARG00000059722	24.27	18.6	25.34	20.58	28.3	18.01
ENSDARG00000059725	152.26	148.15	166.09	171.67	214.08	245.04
ENSDARG00000059729	20.83	22.38	16.51	19.9	15.72	11.25
ENSDARG00000059738	34.12	25.1	21.05	29.02	37.18	34.85
ENSDARG00000059743	3.06	3.95	1.25	3.85	3.74	1.23
ENSDARG00000059746	2.27	5.4	3.24	2.43	2.62	1.94
ENSDARG00000059747	8.38	13.35	7.02	28.23	12.39	3.43
ENSDARG00000059751	10.31	4.16	1.67	1.8	1.8	2.14
ENSDARG00000059760	38.2	30.86	29.75	37.32	35.68	49.77
ENSDARG00000059763	333.98	214.84	150.18	336.21	311.36	269.07
ENSDARG00000059768	125.26	101.43	113.61	181.42	138.34	248.56
ENSDARG00000059770	38	35.71	25.94	40.63	35.09	30.19
ENSDARG00000059773	81.38	36.27	42.47	53.46	72.04	66.74
ENSDARG00000059774	1.91	4.51	6.12	5	4.3	1.2
ENSDARG00000059775	116.09	146.73	119.53	236.35	235.23	93.74
ENSDARG00000059781	7.55	7.43	4.93	10.23	13.21	2.99
ENSDARG00000059789	13.28	24.22	16.6	30.29	30.85	13.04
ENSDARG00000059792	0.31	0.98	0.69	0.4	0.7	0.2
ENSDARG00000059794	57.63	46.61	39.36	51.16	50.12	68.09
ENSDARG00000059798	0.42	0.3	0.87	0.09	0.3	0
ENSDARG00000059801	1.66	3.59	7.51	5.49	3.93	1.03
ENSDARG00000059804	4.02	5.41	5.96	5.85	5.18	5.02
ENSDARG00000059805	1.42	2.95	2.45	3.75	3.34	3.23
ENSDARG00000059806	20.32	13.49	13.41	12.45	14.07	8.73
ENSDARG00000059809	41.73	32.95	33.88	36.23	58.34	60.12
ENSDARG00000059811	17.67	22.57	37.29	23.48	18.92	17.66
ENSDARG00000059812	29.71	25.14	25.93	28.93	25.68	28.79
ENSDARG00000059815	151.28	99.4	140.33	167.59	171.17	179.31
ENSDARG00000059816	15.61	30.2	9.25	16.72	25.53	46.86
ENSDARG00000059817	12.61	10.65	15.07	8.44	7.43	9.64
ENSDARG00000059818	17.59	26.63	21.58	40.98	57.32	13.81
ENSDARG00000059824	0.26	0.2	0.45	1.51	0.78	1.61
ENSDARG00000059826	168.39	140.73	100.49	118.57	118.37	43.12
ENSDARG00000059832	54.81	82.24	48.46	123.55	100.1	56.98
ENSDARG00000059835	20.08	24.67	18.77	23.31	20.18	21.91
ENSDARG00000059836	74.7	98.93	70.53	100.52	96.97	51.15
ENSDARG00000059841	22.05	14.75	44.38	24.42	26.77	17.78
ENSDARG00000059843	31.78	33.35	26.7	33.85	32.64	29.78
