ensembl_gene_id	tpm_Tert_1	tpm_Tert_2	tpm_Tert_3	tpm_TertTP53_1	tpm_TertTP53_2	tpm_TertTP53_3
ENSDARG00000079388	43.57	28.8	38.85	43.43	46.28	60.56
ENSDARG00000079391	15.2	20.18	11.58	14.46	15.92	21.87
ENSDARG00000079393	7.43	10.94	4.04	15.24	12.68	21.28
ENSDARG00000079396	48.31	56.99	50.41	82.37	76.03	47.45
ENSDARG00000079397	14.93	4.8	5.43	0.51	5.44	36.68
ENSDARG00000079399	0.18	0.18	0.26	0	0	0.56
ENSDARG00000079401	23.32	23.14	15.68	22.79	23.31	20.1
ENSDARG00000079402	21.34	32.83	18.52	8.36	14.43	15.73
ENSDARG00000079403	2	0.59	2.54	0.64	0.19	0.3
ENSDARG00000079412	2.34	3.56	4.3	2.69	2.41	1.17
ENSDARG00000079414	35.34	34.25	34.55	33.2	53.28	16.44
ENSDARG00000079415	11.01	10.29	9.34	13.83	8.13	12.82
ENSDARG00000079416	0.96	1.36	1.29	1.66	0.45	1.74
ENSDARG00000079420	0.57	0.7	0.54	0.66	0.84	1.12
ENSDARG00000079423	0.75	1.28	1.18	1.19	1.96	0
ENSDARG00000079425	0	0	0	0	0	0
ENSDARG00000079434	42.83	46.21	47.18	53.77	62.12	69.54
ENSDARG00000079438	9.48	14.22	11.02	9.05	12.62	6.36
ENSDARG00000079440	66.98	17.44	27.25	15.02	17.94	48.25
ENSDARG00000079443	14.58	5.09	21.39	0.81	0	0
ENSDARG00000079446	24.33	43.03	29.51	59.93	54.52	32.24
ENSDARG00000079452	0.07	2.16	0.21	2.23	1.29	0.38
ENSDARG00000079453	5.75	6.09	5.57	5.85	8.01	3.96
ENSDARG00000079455	35.49	54.35	38.32	58.31	68.76	29.18
ENSDARG00000079456	0.62	0.31	0.67	0	0.04	0
ENSDARG00000079457	0.7	1.07	1.27	0.85	0.4	0.38
ENSDARG00000079462	3.1	3.31	6.7	8.64	2.75	5.33
ENSDARG00000079463	13.75	20.35	9.81	12.2	11.1	6.67
ENSDARG00000079467	0.8	1.53	1.05	1.74	0.34	2.09
ENSDARG00000079468	8.92	4.08	4.32	3.69	11.78	4.65
ENSDARG00000079470	44.12	41.98	28.9	39.59	49.86	32.66
ENSDARG00000079472	11.21	12.23	7.44	3.29	5.13	0.52
ENSDARG00000079473	3.54	4.98	5.5	2.56	2.81	1.32
ENSDARG00000079474	6.99	9	5.95	9.67	11.91	11.91
ENSDARG00000079478	0	0.32	0.47	0	0.12	0.08
ENSDARG00000079479	0.34	1.76	0.7	0.16	0.8	0
ENSDARG00000079482	33.85	19.53	21.99	19.02	15.91	23.01
ENSDARG00000079484	9.12	35.28	25.84	40.55	45.8	8.83
ENSDARG00000079486	1.96	0.74	1.54	0.45	0.37	0
ENSDARG00000079488	7.02	10.31	12.25	2.28	4.92	1.06
ENSDARG00000079496	19.48	14.6	11.71	19.72	23.28	13.24
ENSDARG00000079497	155.25	179.24	120.83	146.57	91.15	682.84
ENSDARG00000079500	63.76	53.88	37.01	73.75	87.08	97.74
ENSDARG00000079501	23.59	17.78	19.92	19.65	11.52	5.07
ENSDARG00000079502	0.45	0.95	0.77	0.73	1.14	0.12
ENSDARG00000079504	44.22	42.59	40.68	51.07	57.95	44.15
ENSDARG00000079508	33.08	25.73	31.54	38.21	41.92	45.17
ENSDARG00000079515	0.08	0.08	1.51	0.09	0	0
ENSDARG00000079516	43.97	65.67	56.2	69.94	70.52	47.81
ENSDARG00000079522	0.18	4.46	1.22	0.48	0.62	0.57
ENSDARG00000079524	0.65	0.61	0.3	0.62	0.12	1.96
ENSDARG00000079525	0	0.05	0	0.25	0.12	0.23
ENSDARG00000079530	6.07	7.5	9.93	5.55	3.89	8.59
ENSDARG00000079532	0	0.33	0.16	0.46	0	0
ENSDARG00000079537	1.04	1.15	2.47	1.22	1.36	0.6
ENSDARG00000079542	15.01	9.29	9.53	12.58	15.98	9.77
ENSDARG00000079543	1.46	0.76	0.97	1.55	1.21	2.27
ENSDARG00000079544	0	0.15	0.14	0.27	0.3	0.58
ENSDARG00000079547	37.16	15.23	16.05	14.52	15.06	25.8
ENSDARG00000079549	7.86	7.1	4.5	5.06	2.09	1.3
ENSDARG00000079552	20.23	10.69	13.26	13.9	16.6	26.19
ENSDARG00000079553	0.8	3.43	1.54	0	2.52	0.58
ENSDARG00000079555	3.8	3.11	3.3	3.09	6.48	4.56
ENSDARG00000079560	0.06	0.25	0.05	0	0	0
ENSDARG00000079564	0.12	0.17	0.16	0.85	0.18	0.15
ENSDARG00000079570	6.19	8.02	5.71	7.37	9.04	11.74
ENSDARG00000079571	22.11	18.31	16.14	22.6	21.18	17.88
ENSDARG00000079572	15.37	7.04	6.4	8.49	9.72	18.98
ENSDARG00000079575	0.89	3.65	3.58	9.22	8.87	1.34
ENSDARG00000079578	18.9	13.49	8.7	21.81	14.12	15.92
ENSDARG00000079581	7.13	12.62	12.3	17.39	21.84	4.24
ENSDARG00000079584	1.02	7.04	1.99	1.34	0.32	0.15
ENSDARG00000079585	12.65	6.52	11.47	9.64	7.9	4.22
ENSDARG00000079586	383.75	168.32	175.1	232.05	251.2	320.27
ENSDARG00000079588	7.28	7.69	5.1	5.26	6.72	2.78
ENSDARG00000079589	0.35	4	0.17	1	0.38	0.36
ENSDARG00000079591	7.26	8.62	15.84	7.05	9.49	2.04
ENSDARG00000079602	0	0.15	0	0	0.09	0
ENSDARG00000079603	0.12	0.06	0.48	0.07	0.07	0.06
ENSDARG00000079605	28.37	28.91	29.06	23.11	21.87	21.71
ENSDARG00000079608	2.78	2.44	7.25	0.7	0.95	1.6
ENSDARG00000079610	42.85	50.19	54.23	94.59	64.37	48.57
ENSDARG00000079611	10.77	20.69	13.82	24.4	36.16	15.92
ENSDARG00000079613	9.54	13.73	5.33	8.33	11.98	3.27
ENSDARG00000079614	3.04	4.51	3.96	0.95	1.78	1.65
ENSDARG00000079616	33.13	31	23.93	30.21	42.3	40.43
ENSDARG00000079618	11.44	28.42	12.91	31.51	27.99	6.45
ENSDARG00000079620	43.97	35.08	29.69	44.85	45.12	17.21
ENSDARG00000079622	4.32	7.24	5.09	5.25	9.87	2.28
ENSDARG00000079623	5.22	2.77	2.66	1.3	4.03	1.26
ENSDARG00000079625	3.68	5.04	5.03	6.01	4.36	3.47
ENSDARG00000079626	36.63	44.45	40.23	37.73	52.08	41.25
ENSDARG00000079631	53.67	51.17	52.95	57.14	60.15	72.01
ENSDARG00000079632	47.3	63.4	59.51	78.57	51.98	71.47
ENSDARG00000079636	32.87	49.63	23.7	55.77	50.05	54.9
ENSDARG00000079637	0.13	0.68	0.62	0.2	1.23	0.16
ENSDARG00000079639	108.9	99.58	110.49	139.58	157.08	128.77
ENSDARG00000079647	0	0.13	0	0	0	0
ENSDARG00000079651	14.84	14.8	15.26	12.87	13.36	12.81
ENSDARG00000079652	89.23	103.51	81.26	132.6	105.65	167.88
ENSDARG00000079654	0	0	0	0	0	0
ENSDARG00000079656	36.6	36.98	33.6	37.8	51.14	26.5
ENSDARG00000079659	5.2	2.88	4.44	3.53	4.36	3.8
ENSDARG00000079661	0.34	0.33	0.33	0	0.25	0.47
ENSDARG00000079664	6.9	7.99	6.79	5.96	6.4	10.96
ENSDARG00000079665	10.37	20.36	13.68	23.36	41.82	7.38
ENSDARG00000079670	56.42	60.88	44.81	98.89	94.76	59.52
ENSDARG00000079671	58.17	93.64	59.57	129.69	150.11	38.32
ENSDARG00000079672	1.51	1.69	1.58	2.05	1.89	1.01
ENSDARG00000079679	0.59	1.06	1.2	1.1	2.58	1.21
ENSDARG00000079684	22.4	25.61	21.69	26.99	24.72	24.03
ENSDARG00000079686	26.69	19.78	20.37	22.83	24.39	23.03
ENSDARG00000079687	175.12	182.27	163.11	181.08	187.69	143.59
ENSDARG00000079697	18.95	5.67	10.53	3.53	3.28	15.12
ENSDARG00000079698	20.9	20.57	11.68	29.66	27.35	25.06
ENSDARG00000079699	1.75	1.36	0.9	0.13	0.39	0
ENSDARG00000079700	18.42	6.9	8.08	6.41	9.67	16.33
ENSDARG00000079702	13.71	12.98	11.35	8.95	10.23	13.58
ENSDARG00000079703	2.14	0	0	0.26	0.87	1.5
ENSDARG00000079705	3.1	4.31	5.17	0.83	1.93	0.21
ENSDARG00000079712	34.88	48.46	24.39	30.28	40.59	13.86
ENSDARG00000079713	12.37	0.98	91.43	0	0.67	0
ENSDARG00000079716	32.08	24.43	31	34.26	34.63	49.33
ENSDARG00000079717	18.83	17.67	14.69	17.71	16.05	27.74
ENSDARG00000079723	15.38	11.36	13.42	10.04	12.51	9.14
ENSDARG00000079725	40.34	40.58	43.78	38.42	45.71	36.02
ENSDARG00000079727	0	0	0	0.54	0	0
ENSDARG00000079730	2.97	3.72	2.71	2	4.13	1.77
ENSDARG00000079731	9.68	8.36	8.83	8.27	10.72	8.49
ENSDARG00000079738	31.42	21.23	23.49	27.35	31.97	16.34
ENSDARG00000079741	8.18	12.08	16.17	12.96	23.83	3.48
ENSDARG00000079742	7.78	5.37	5.16	5.1	6.62	4.32
ENSDARG00000079745	29.87	10.7	126.88	7.61	6.9	2.47
ENSDARG00000079751	31.97	27.35	24.56	37.47	36.07	26.38
ENSDARG00000079752	1.53	1.96	1.35	0.77	0.8	0.61
ENSDARG00000079753	14.1	24.61	18.36	31.69	23.63	20.85
ENSDARG00000079756	20.54	12.45	26.92	13.96	14.3	15.83
ENSDARG00000079760	4.9	6.66	1.74	1.77	6.48	3.48
ENSDARG00000079765	0.23	0.37	0.58	0	0	0
ENSDARG00000079766	6.08	6.77	13.75	3.05	3.09	2.48
ENSDARG00000079771	243.91	140.72	170.13	119.37	201.78	53.91
ENSDARG00000079773	0	1.91	1.09	4.36	0.06	0
ENSDARG00000079777	69.38	75.21	38.71	128.1	76.76	46.46
ENSDARG00000079779	9.5	7.25	6.96	6.38	12.35	10.39
ENSDARG00000079780	203.97	122.98	152.85	167.41	174	313.32
ENSDARG00000079781	31.99	68.43	34.93	79.25	67.85	29.69
ENSDARG00000079782	0	0.19	0.09	0.23	0.31	0
ENSDARG00000079783	23.23	25.83	27.51	24.57	27.89	26.24
ENSDARG00000079784	18.19	21.99	17.97	12.87	21.96	9.63
ENSDARG00000079785	0	0.09	0.09	0.22	0	0
ENSDARG00000079788	24.81	14.69	18.82	20.81	19.41	29.7
ENSDARG00000079790	10.07	8.29	6.31	7.48	8.61	7.13
ENSDARG00000079791	1.04	1.19	0.65	1.42	1.27	0.51
ENSDARG00000079795	2.85	0.92	3.75	0	0	0
ENSDARG00000079796	11.41	10.17	11.55	9.75	11.07	6.42
ENSDARG00000079802	0.33	0.53	0.42	0.76	1.68	0.56
ENSDARG00000079805	70.05	37.96	39.42	39.56	70.16	39.81
ENSDARG00000079808	0.46	1.12	1.27	1.18	0.92	0.41
ENSDARG00000079811	10.34	11.53	14.57	9.93	9.17	3.29
ENSDARG00000079815	40.44	41.45	19.31	42.03	32.43	76.46
ENSDARG00000079816	9.62	13.63	9.47	9.24	10.97	9.2
ENSDARG00000079818	3.57	2.4	2.1	2.56	2.84	7.44
ENSDARG00000079823	173.86	152.57	126.44	144.44	107.9	188.68
ENSDARG00000079824	52.29	90.05	32.86	56.92	54.92	26.2
ENSDARG00000079826	0.87	1	0.63	1.6	0.61	0.11
ENSDARG00000079829	0.83	3.47	0.8	1.45	0.8	0.43
ENSDARG00000079834	3.27	1.25	6.37	0.37	0.75	0.66
ENSDARG00000079835	4.66	6.88	6.59	5.18	7.06	4.77
ENSDARG00000079840	67.1	55.15	50.08	95.25	86.16	115.96
ENSDARG00000079847	72.22	67.47	58	72.39	118.89	47.26
ENSDARG00000079848	30.04	27.31	32.53	29.99	36.14	31.41
ENSDARG00000079849	0	0.16	0	0.12	0	0
ENSDARG00000079850	6.87	7.83	5.4	7.59	12.03	8.71
ENSDARG00000079854	47.23	34.72	39.64	52.32	55.15	48.39
ENSDARG00000079857	67.71	40.82	35.57	59.96	53.24	61.12
ENSDARG00000079858	25.41	30.2	23.32	37.94	28.15	8.99
ENSDARG00000079860	12.29	9.96	9.03	9.3	16.61	5.26
ENSDARG00000079862	0.48	0.38	0.93	0.33	0.15	0.15
ENSDARG00000079869	1.57	1.35	1.15	2.04	0.81	0.38
ENSDARG00000079872	6.97	12.68	4.47	18.94	8.91	1.34
ENSDARG00000079873	11.49	27.7	16.27	37.27	33.29	12.42
ENSDARG00000079876	5.39	20.5	27.4	72.38	20.06	3.52
ENSDARG00000079878	10.4	5.75	7.2	5.91	10.71	9.07
ENSDARG00000079880	0	0	1.44	1.88	0	1.33
ENSDARG00000079881	14.38	15.5	12.13	14.67	16.23	14.13
ENSDARG00000079884	3.77	7.82	5.6	7.47	6.96	5.02
ENSDARG00000079886	14.39	16.94	9.36	16.74	11.59	22.73
ENSDARG00000079889	1.35	1.85	1.55	1.93	1.31	0.3
ENSDARG00000079891	109.46	91.04	91.14	96.53	158.93	71.5
ENSDARG00000079892	0	0.41	0.32	0.46	0.22	0.9
ENSDARG00000079895	3.51	5.24	7	3.89	6.13	1.53
ENSDARG00000079897	0.14	0	0	0	0	0
ENSDARG00000079900	5.81	7.96	4.52	6.89	4.38	1.51
ENSDARG00000079901	0	0	0	0	0	0
ENSDARG00000079903	0.26	0.26	0.51	0.91	0	0.54
ENSDARG00000079905	61.48	70.15	73.68	75.2	82.69	76.05
ENSDARG00000079907	0	1	0.79	0.83	0.45	0
ENSDARG00000079908	39.35	27.97	25.14	48.34	45.59	47.61
ENSDARG00000079912	60.88	66.83	53	75.49	104.27	25.87
ENSDARG00000079914	0	0.49	0.33	0	0	0
ENSDARG00000079915	1.81	3.83	3.58	3.81	1.98	2.59
ENSDARG00000079917	8.31	29.17	14.46	18.69	9.4	4.6
ENSDARG00000079922	15.24	2.55	18.08	1.24	3.57	8.83
ENSDARG00000079926	0.23	1.19	0.37	1.23	0.5	0
ENSDARG00000079930	3.03	2.87	3.63	3.5	4.96	6.21
ENSDARG00000079931	31.79	27.81	22.91	38.38	37.74	36.28
ENSDARG00000079932	44.58	53.23	50.69	43.77	38.17	41.71
ENSDARG00000079933	9.36	6.92	5.53	6.86	7.14	8.21
ENSDARG00000079934	18.66	13.37	20.07	11.87	13.3	13.1
ENSDARG00000079939	61.51	38.47	54.23	50.68	66.95	60.2
ENSDARG00000079945	0	0	0.1	0	0	0
ENSDARG00000079946	39.34	8.29	26.07	7.3	10.12	1.18
ENSDARG00000079947	20.95	3.42	18.54	3.02	6.59	17.65
ENSDARG00000079949	59.35	52.97	66.81	56.94	76.29	57.21
ENSDARG00000079957	0	0.14	0.07	0.34	0.08	0.15
ENSDARG00000079962	21.27	34.47	24.24	42.18	69.3	14.94
ENSDARG00000079964	1.52	29.12	25.31	46.68	35.68	5.66
ENSDARG00000079967	1.73	3.06	3	1.05	1.45	0.25
ENSDARG00000079972	2.29	4.63	3.37	3.03	2.51	3.99
ENSDARG00000079973	15.99	17.11	13.14	16.12	15.8	22.41
ENSDARG00000079977	17.47	20.82	19.64	39.88	33.97	27.57
ENSDARG00000079978	1.82	6.05	2.88	6.88	5.77	3.98
ENSDARG00000079980	0	3.33	0.46	0.26	0.27	0
ENSDARG00000079983	0.69	1.48	1	1.33	1.54	0.53
ENSDARG00000079985	66.05	22.11	35.02	22.68	48.69	73.55
ENSDARG00000079987	7.74	1.6	3.07	1.27	12.35	0.84
ENSDARG00000079994	8.13	12.72	12.83	8.68	11.37	4.75
ENSDARG00000080000	0	0.15	0.3	0	0	0.79
ENSDARG00000080006	17.36	12.48	12.09	9.43	9.77	5.36
ENSDARG00000080009	15.63	14.2	14.84	13.13	13.57	15.43
ENSDARG00000080010	61.25	95.52	114.64	60.1	66.62	42.1
ENSDARG00000080015	14.64	21.85	12.46	32.74	26.7	8.87
ENSDARG00000080016	1.01	0.3	1.5	0.31	1.2	0.71
ENSDARG00000080018	0.27	0.26	0.85	0.15	0	0.03
ENSDARG00000080019	15.96	14.03	14.75	14.42	16	12.67
ENSDARG00000080020	3.51	2.97	21.33	1.64	0.72	0.78
ENSDARG00000080021	24.66	23.23	23.76	19.97	25.69	12.86
ENSDARG00000080675	33.59	46.15	36.39	70.49	36.11	87.19
ENSDARG00000083189	1.65	1.97	4.12	0.98	1.72	0.15
ENSDARG00000086017	0.22	0.5	0.28	0.26	0.32	0.38
ENSDARG00000086025	0	0	0	0	0	0
ENSDARG00000086027	7.98	2.47	5.42	5.35	8.45	6.5
ENSDARG00000086028	0	0	0.08	0	0	0
ENSDARG00000086033	103.97	57.9	60.71	45.78	61.62	29.18
ENSDARG00000086052	1.03	2.47	0.49	0.75	0.72	0.03
ENSDARG00000086055	0.75	0.44	0	0	0	0.77
ENSDARG00000086056	4.93	1.16	12.21	0	0	0
ENSDARG00000086070	0.52	2.27	0.26	1.2	0.61	0.27
ENSDARG00000086075	35.99	29.47	48.72	40.66	40.39	50.35
ENSDARG00000086091	3.65	1.35	1.32	2.4	1.35	4.36
ENSDARG00000086100	16.34	16.91	14.3	14.43	14.17	7.33
ENSDARG00000086103	4.83	5.42	6.56	5.35	4.21	1.7
ENSDARG00000086104	210.05	303.58	203.8	251.03	407.23	126.63
ENSDARG00000086104	65.58	39.11	53.05	66.82	79.4	66.68
ENSDARG00000086107	6.58	7.46	5.49	5.58	7.83	7.12
ENSDARG00000086112	3.38	3.22	10.46	1.64	2.54	0.58
ENSDARG00000086114	0	0	0	0.34	0.33	0
ENSDARG00000086126	0.98	3.27	2.57	1.54	2.9	0.33
ENSDARG00000086150	24.51	24.27	23.97	18.25	24.89	18.61
ENSDARG00000086158	4.65	3.77	5.38	3.02	0.56	4.89
ENSDARG00000086159	0.1	0	0	0	0	0
ENSDARG00000086166	0.14	1.19	0	1.41	1.13	0.42
ENSDARG00000086169	9.65	5.83	5.71	8.95	9	8.63
ENSDARG00000086172	0	0.65	0	1.01	0.51	0
ENSDARG00000086173	21.87	28.66	23.71	27.88	34.02	20.97
ENSDARG00000086183	6.8	7.69	4.22	4.77	3.54	2.71
ENSDARG00000086184	25.2	26.8	16.33	39.1	29.63	46.45
ENSDARG00000086186	0	0	0	0	0	0
ENSDARG00000086189	8.36	6.43	3.94	4.16	1.64	1.42
ENSDARG00000086204	0.9	0.28	0.37	0.83	0.63	0.55
ENSDARG00000086207	5.15	9.47	12.12	16.94	15.48	3.21
ENSDARG00000086214	11.1	26.08	19.17	42.65	43.7	15.77
ENSDARG00000086215	1.74	1.55	0.92	0.83	1.8	0.36
ENSDARG00000086216	87.76	76.39	124.45	54.99	59	53.21
ENSDARG00000086218	0.11	0.29	0.26	0	0.52	0.49
ENSDARG00000086221	0	0	0.95	0	0	0
ENSDARG00000086222	241.7	67.87	101.12	65.92	130.09	62.58
ENSDARG00000086223	5.19	7.07	6.4	9.83	7.88	6.23
ENSDARG00000086228	0.71	1.2	2.92	0	0.47	0.06
ENSDARG00000086236	1.72	3.11	4.09	2.75	0.85	1.83
ENSDARG00000086245	4.52	4.39	4.19	3.99	4.4	2.62
ENSDARG00000086248	0.35	2.37	0.11	0	0	0
ENSDARG00000086254	4.62	2.59	14.4	0.34	0	0
ENSDARG00000086255	0.23	0.11	0.11	0.07	0.12	0.06
ENSDARG00000086256	6.06	7.27	6.86	5.34	6.37	2.58
ENSDARG00000086261	2.63	0.54	13.08	0.06	0.71	1.14
ENSDARG00000086266	1.36	0.12	7.25	0	0.07	0.2
ENSDARG00000086269	27.65	27.92	42.07	25.18	36.6	42.26
ENSDARG00000086271	1.88	0.91	1.41	0.27	0.54	0
ENSDARG00000086272	0.53	0	45.17	0.1	0.38	0
ENSDARG00000086283	11.48	11.43	13.42	9.35	19.64	9.01
ENSDARG00000086288	273	5760.14	165.62	469.35	568.84	201.53
ENSDARG00000086292	4.13	9.58	5.41	5.83	2.44	2.62
ENSDARG00000086296	6.86	13.18	8.29	10.72	9.36	6.01
ENSDARG00000086300	57.33	33.48	31.51	22.09	55.02	11.41
ENSDARG00000086302	41.52	43.19	35.95	38.78	49.33	49.21
ENSDARG00000086309	23.9	44.21	26.94	28.55	33.09	19.13
ENSDARG00000086310	0.48	1.7	1.35	1.8	2.26	1.38
ENSDARG00000086314	2.31	1.94	1.99	0.62	1.09	0.32
ENSDARG00000086317	18.55	20.67	13.94	21.84	20.8	24.98
ENSDARG00000086324	1.44	8.71	2.44	6.64	2.78	4.17
ENSDARG00000086327	18.22	6.02	12.75	7.14	13.51	20.25
ENSDARG00000086332	37.11	55.95	42.76	30.8	31.14	25.11
ENSDARG00000086336	9.68	17.33	11.01	15.79	19.65	10.54
ENSDARG00000086337	0.9	2.82	4.7	4.4	7.58	4.58
ENSDARG00000086342	19.41	21.17	13.33	30.16	22.83	23.83
ENSDARG00000086345	3.61	2.49	4.11	3.06	4.52	0.92
ENSDARG00000086358	0	0	0.26	0	0	0
ENSDARG00000086362	1.99	4.68	4.27	8.13	6.93	0.58
ENSDARG00000086369	1.41	0.61	2.02	1.26	1.1	0.72
ENSDARG00000086374	22.83	167.74	75.53	7.98	49.76	33.59
ENSDARG00000086378	0.8	0	0	0	0	0
ENSDARG00000086390	0	0	0.11	0	0	0.12
ENSDARG00000086391	0.19	0.68	0.24	0.22	0.55	0.39
ENSDARG00000086393	1.72	8.22	7.56	8.55	1.42	1.87
ENSDARG00000086405	10.39	9.73	6	8.23	11.52	5.68
ENSDARG00000086411	63.25	55.32	72.12	63.73	71.18	74.2
ENSDARG00000086416	21.77	28.24	20.2	31.25	16.48	27.3
ENSDARG00000086418	0.03	0	0	0	0	0
ENSDARG00000086419	0.27	0.76	2.45	0	0	0.73
ENSDARG00000086421	5.46	18.81	7.6	6	4.13	3.91
ENSDARG00000086425	13.94	15.49	11.93	13.24	14.2	12.53
ENSDARG00000086450	18.28	12.11	12.59	15.71	16.99	20.68
ENSDARG00000086452	1.01	1.62	1.01	2.28	2.29	1.4
ENSDARG00000086453	0.48	0.27	0.13	0	0.15	0.85
ENSDARG00000086457	2.02	3.09	2.42	2.82	2.78	1.63
ENSDARG00000086458	9.41	14.7	14.13	10.38	10.02	10.99
ENSDARG00000086459	10.13	9.65	10.45	9.67	10.94	12.16
ENSDARG00000086463	56.03	52.01	35.57	64.76	78.2	68.36
ENSDARG00000086471	12.43	31.17	17.58	37.71	37.9	23.73
ENSDARG00000086481	10.17	7.25	9.3	3.26	3.75	2.38
ENSDARG00000086483	0	0.38	0	0	0.07	0
ENSDARG00000086484	0.98	4.6	0.94	1	1.5	0.24
ENSDARG00000086490	21.11	23.91	11.69	23.67	19.76	15.28
ENSDARG00000086493	1.4	2.93	1.46	3.11	2.73	0.99
ENSDARG00000086498	16.06	0.89	205.35	0.27	0	0.19
ENSDARG00000086505	24.48	49.59	27.93	65.78	62.33	8.04
ENSDARG00000086511	0.73	0.18	0.36	0	0	0
ENSDARG00000086512	3.92	3.55	1.28	4.32	2.08	0.51
ENSDARG00000086522	0.23	0	0.21	0.13	0.13	0
ENSDARG00000086523	8.79	12.02	7.98	8.1	8.82	7.63
ENSDARG00000086539	4.45	2.59	21.57	1.17	1.55	0.38
ENSDARG00000086550	0.12	0.14	0.09	0	0.08	0
ENSDARG00000086551	25.49	14.67	12.57	13.41	22.5	23.15
ENSDARG00000086553	16.67	19.89	17.74	17.02	20.04	11.82
ENSDARG00000086569	1.36	1.98	1.24	1.09	1.11	0.97
ENSDARG00000086571	0.08	0.24	3.54	0	0	0
ENSDARG00000086585	25.26	21.48	22.59	41	34.11	32.71
ENSDARG00000086603	9.21	3.79	17.44	0.66	0.13	0
ENSDARG00000086616	1.46	1.92	0.78	0.88	0.63	0
ENSDARG00000086618	158.3	181.14	160.73	151.19	115.52	137.83
ENSDARG00000086626	31.69	23.87	23.97	30.38	39.01	32.82
ENSDARG00000086628	3.97	6.86	3.65	5.22	3.49	3.95
ENSDARG00000086631	1.95	1.2	1.21	0.83	0.91	0.78
ENSDARG00000086645	6.47	7.62	12.83	8.71	15.67	3.06
ENSDARG00000086647	0.09	0.27	0	0	0.1	0.12
ENSDARG00000086650	0.12	0.75	0.4	0.18	0.46	0
ENSDARG00000086654	0	0	0	0	0.21	0
ENSDARG00000086655	7.32	17.07	12.53	17.55	13.6	13.81
ENSDARG00000086661	11.12	8.17	3.91	3.89	5.87	1.73
ENSDARG00000086665	28.46	86.02	64.91	125.36	123.45	25.09
ENSDARG00000086669	0	0.36	0.39	0	0	0
ENSDARG00000086670	14.73	17.4	17.05	17.48	21.46	19.71
ENSDARG00000086678	14.98	16.98	19.92	15.38	13.97	8.72
ENSDARG00000086679	0.35	0.14	0.05	0.17	0.21	0.2
ENSDARG00000086685	0.71	0.2	2.23	0.58	0.55	0.62
ENSDARG00000086691	7.1	18.33	10.04	20.03	13.2	17.04
ENSDARG00000086692	0	0	0	0	0	0
ENSDARG00000086699	40.38	49.76	43.47	35.52	34.15	47.53
ENSDARG00000086703	4	6.81	2.86	4.31	4.46	3.72
ENSDARG00000086705	0.11	0.16	0.26	0.12	0.02	0
ENSDARG00000086706	146.24	122.98	105.54	227.59	185.17	214.07
ENSDARG00000086712	3.43	4.38	7.02	5.06	4.25	6.44
ENSDARG00000086724	14.97	5.73	7.29	4.15	4.11	20.77
ENSDARG00000086737	16.86	12.95	12.89	12.76	13.01	8.34
ENSDARG00000086739	2.23	2.76	5.22	1.37	0.81	1.22
ENSDARG00000086740	96.02	69.1	61.26	67.12	68.56	51.82
ENSDARG00000086746	80.18	56.39	91.1	50.28	86.59	22.26
ENSDARG00000086753	16.02	16.78	9.83	36.65	24.43	32.08
ENSDARG00000086756	4.6	6.69	4.95	10.7	12.26	6.65
ENSDARG00000086762	2.07	2.07	2.11	2.64	0.96	0.83
ENSDARG00000086764	11.25	10.92	13.72	19.16	24.4	17.42
ENSDARG00000086775	26.98	23.6	28.74	34.45	47.57	28.97
ENSDARG00000086778	16.9	23.87	15.45	13.76	21.57	3.41
ENSDARG00000086786	3.21	5.08	18.04	2.53	2.3	0.64
ENSDARG00000086789	29.7	34.44	22.55	40.81	47.42	41.26
ENSDARG00000086790	55.7	34.08	33.33	39.64	58.97	42.4
ENSDARG00000086805	3.35	5.75	10.48	9.72	9.69	3.97
ENSDARG00000086808	15.41	12.14	17.2	13.8	15.51	14.08
ENSDARG00000086815	2.65	3.1	3.51	0.38	1.58	0.34
ENSDARG00000086819	0.09	0.61	0.09	0.06	0.03	0
ENSDARG00000086825	1.12	2.59	1.32	1.47	3.58	3.31
ENSDARG00000086826	32.91	19.06	29.79	10.07	12.03	21.7
ENSDARG00000086831	9.56	8.2	9.8	15.48	7.85	18.78
ENSDARG00000086840	0.82	2.45	0.98	1.1	1.48	0.14
ENSDARG00000086842	173.69	64	155.47	67.46	79.85	310.47
ENSDARG00000086847	0.64	2.76	1.99	0.34	2.25	0.12
ENSDARG00000086848	40.55	30.88	28.55	32.06	22.72	33.54
ENSDARG00000086851	1.38	1.07	0.4	2.5	1.76	1.05
ENSDARG00000086856	24.47	10.21	20.9	12.79	9.05	11.6
ENSDARG00000086874	4.67	1.48	10.38	0.31	0.16	0.36
ENSDARG00000086877	70.24	62.38	42.64	117.53	91.02	101.33
ENSDARG00000086879	2.59	2.05	1.57	5.76	1.34	5.8
ENSDARG00000086881	27.2	60.32	58.84	42.61	52.9	242.14
ENSDARG00000086892	1.05	2.65	1.98	2.89	4.8	1.06
ENSDARG00000086896	62.87	54.95	58.15	50.86	47.48	40.15
ENSDARG00000086897	0.76	2.67	1.66	1.38	0.89	1.55
ENSDARG00000086903	5.39	12.08	8.18	2.2	6.66	3.19
ENSDARG00000086906	24.54	25.46	20.58	28.95	32.37	29.79
ENSDARG00000086911	21.32	33.77	13.3	21.46	11.55	31.55
ENSDARG00000086927	12.19	20.15	13.41	22.12	21.48	12.57
